Gene_set,Term,Term_Name,Overlap,term_size,query_size,P-value,Adjusted P-value,Genes,significant,description,effective_domain_size,precision,recall,query,parents
REAC,REAC:R-HSA-9704646,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function,14,25,69,7.737437534348066e-28,9.81333540941706e-27,1763;4361;472;580;5888;5890;5892;5932;641;672;675;7156;79728;83990,True,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function,19241,0.2028985507246377,0.56,query_1,['REAC:R-HSA-9701193']
REAC,REAC:R-HSA-9704331,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function,14,25,69,7.737437534348066e-28,9.81333540941706e-27,1763;4361;472;580;5888;5890;5892;5932;641;672;675;7156;79728;83990,True,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function,19241,0.2028985507246377,0.56,query_1,['REAC:R-HSA-9701193']
REAC,REAC:R-HSA-5693554,Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),14,27,69,3.324740928271276e-27,4.020616936514101e-26,1763;4361;472;580;5888;5890;5892;5932;641;672;675;7156;79728;83990,True,Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),19241,0.2028985507246377,0.5185185185185185,query_1,['REAC:R-HSA-5693537']
REAC,REAC:R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,18,92,69,4.8186187724581256e-26,5.4471342645178805e-25,11073;1111;11200;1763;4361;472;545;580;5884;5932;5983;6117;6118;641;672;7156;83990;84126,True,Regulation of TP53 Activity through Phosphorylation,19241,0.2608695652173913,0.1956521739130435,query_1,['REAC:R-HSA-5633007']
REAC,REAC:R-HSA-5693568,Resolution of D-loop Structures through Holliday Junction Intermediates,14,36,69,5.687797178542825e-25,6.292881984770785e-24,1763;4361;472;580;5888;5890;5892;5932;641;672;675;7156;79728;83990,True,Resolution of D-loop Structures through Holliday Junction Intermediates,19241,0.2028985507246377,0.3888888888888889,query_1,['REAC:R-HSA-5693537']
REAC,REAC:R-HSA-176187,Activation of ATR in response to replication stress,14,37,69,8.496141961845322e-25,8.662732980705035e-24,1111;4171;4172;4174;4175;4176;4998;545;5884;5983;6117;6118;63967;84126,True,Activation of ATR in response to replication stress,19241,0.2028985507246377,0.3783783783783784,query_1,['REAC:R-HSA-69481']
REAC,REAC:R-HSA-5693537,Resolution of D-Loop Structures,14,37,69,8.496141961845322e-25,8.662732980705035e-24,1763;4361;472;580;5888;5890;5892;5932;641;672;675;7156;79728;83990,True,Resolution of D-Loop Structures,19241,0.2028985507246377,0.3783783783783784,query_1,['REAC:R-HSA-5685942']
REAC,REAC:R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,15,61,69,2.5559180954841013e-23,2.4612544623180233e-22,1111;2177;25920;472;51497;5431;545;55215;5892;672;6924;7469;7936;904;9656,True,TP53 Regulates Transcription of DNA Repair Genes,19241,0.21739130434782608,0.2459016393442623,query_1,['REAC:R-HSA-3700989']
REAC,REAC:R-HSA-69239,Synthesis of DNA,17,121,69,5.18846925937534e-22,4.651731060129615e-21,1763;2237;4171;4172;4174;4175;4176;4998;5111;5422;5427;5557;5983;6117;6118;64785;84296,True,Synthesis of DNA,19241,0.2463768115942029,0.14049586776859505,query_1,"['REAC:R-HSA-69242', 'REAC:R-HSA-69306']"
REAC,REAC:R-HSA-5633007,Regulation of TP53 Activity,18,160,69,1.5335925858363633e-21,1.2862389429595305e-20,11073;1111;11200;1763;4361;472;545;580;5884;5932;5983;6117;6118;641;672;7156;83990;84126,True,Regulation of TP53 Activity,19241,0.2608695652173913,0.1125,query_1,['REAC:R-HSA-3700989']
REAC,REAC:R-HSA-69306,DNA Replication,18,186,69,2.4161971752394364e-20,1.794889330177867e-19,1763;2237;3014;4171;4172;4174;4175;4176;4998;5111;5422;5427;5557;5983;6117;6118;64785;84296,True,DNA Replication,19241,0.2608695652173913,0.0967741935483871,query_1,['REAC:0000000']
REAC,REAC:R-HSA-69242,S Phase,17,162,69,8.276957123718207e-20,5.895914663470503e-19,1763;2237;4171;4172;4174;4175;4176;4998;5111;5422;5427;5557;5983;6117;6118;64785;84296,True,S Phase,19241,0.2463768115942029,0.10493827160493827,query_1,['REAC:R-HSA-69278']
REAC,REAC:R-HSA-212436,Generic Transcription Pathway,32,1232,69,1.75998989686666e-19,1.1733265979111067e-18,11073;1111;11200;1763;2177;25920;3014;4361;472;5111;51497;5431;545;55215;580;5884;5888;5892;5932;5983;6117;6118;641;672;6924;7156;7469;7936;83990;84126;904;9656,True,Generic Transcription Pathway,19241,0.463768115942029,0.025974025974025976,query_1,['REAC:R-HSA-73857']
REAC,REAC:R-HSA-68962,Activation of the pre-replicative complex,11,33,69,8.334514516934839e-19,5.48600955545078e-18,4171;4172;4174;4175;4176;4998;5422;5427;5557;6117;6118,True,Activation of the pre-replicative complex,19241,0.15942028985507245,0.3333333333333333,query_1,"['REAC:R-HSA-69002', 'REAC:R-HSA-69206']"
REAC,REAC:R-HSA-73857,RNA Polymerase II Transcription,32,1353,69,2.7202257376080264e-18,1.7463177574767576e-17,11073;1111;11200;1763;2177;25920;3014;4361;472;5111;51497;5431;545;55215;580;5884;5888;5892;5932;5983;6117;6118;641;672;6924;7156;7469;7936;83990;84126;904;9656,True,RNA Polymerase II Transcription,19241,0.463768115942029,0.023651145602365115,query_1,['REAC:R-HSA-74160']
REAC,REAC:R-HSA-74160,Gene expression (Transcription),33,1516,69,7.081740179128812e-18,4.38393439660355e-17,11073;1111;11200;1763;2177;22976;25920;3014;4361;472;5111;51497;5431;545;55215;580;5884;5888;5892;5932;5983;6117;6118;641;672;6924;7156;7469;7936;83990;84126;904;9656,True,Gene expression (Transcription),19241,0.4782608695652174,0.021767810026385226,query_1,['REAC:0000000']
REAC,REAC:R-HSA-1643685,Disease,35,1784,69,9.731636692953778e-18,5.953471859218781e-17,11073;1763;2237;2547;25920;3014;3981;4361;472;51497;5422;5431;545;5557;580;5884;5888;5890;5892;5932;5983;6117;6118;641;672;675;6924;7156;7469;7520;7936;79728;83990;84126;904,True,Disease,19241,0.5072463768115942,0.01961883408071749,query_1,['REAC:0000000']
REAC,REAC:R-HSA-5693571,Nonhomologous End-Joining (NHEJ),12,67,69,6.407600090367026e-17,3.7437663449335433e-16,22976;2547;27434;3014;3981;4361;472;580;672;7158;7520;9656,True,Nonhomologous End-Joining (NHEJ),19241,0.17391304347826086,0.1791044776119403,query_1,['REAC:R-HSA-5693532']
REAC,REAC:R-HSA-174417,Telomere C-strand (Lagging Strand) Synthesis,10,34,69,1.606284904920944e-16,9.280757228432121e-16,1763;2237;5111;5422;5557;5983;6117;6118;641;79075,True,Telomere C-strand (Lagging Strand) Synthesis,19241,0.14492753623188406,0.29411764705882354,query_1,['REAC:R-HSA-180786']
REAC,REAC:R-HSA-1500620,Meiosis,13,115,69,1.269234505928067e-15,6.6666862937635845e-15,11144;3014;4361;472;545;5888;5932;6117;6118;641;672;675;7156,True,Meiosis,19241,0.18840579710144928,0.11304347826086956,query_1,"['REAC:R-HSA-1474165', 'REAC:R-HSA-1640170']"
REAC,REAC:R-HSA-912446,Meiotic recombination,12,85,69,1.269234505928067e-15,6.6666862937635845e-15,11144;3014;4361;472;5888;5932;6117;6118;641;672;675;7156,True,Meiotic recombination,19241,0.17391304347826086,0.1411764705882353,query_1,['REAC:R-HSA-1500620']
REAC,REAC:R-HSA-180786,Extension of Telomeres,10,51,69,1.3908316803563103e-14,7.090514448875308e-14,1763;2237;5111;5422;5557;5983;6117;6118;641;79075,True,Extension of Telomeres,19241,0.14492753623188406,0.19607843137254902,query_1,['REAC:R-HSA-157579']
REAC,REAC:R-HSA-69186,Lagging Strand Synthesis,8,20,69,1.4687932083670587e-14,7.415266683018161e-14,1763;2237;5111;5422;5557;5983;6117;6118,True,Lagging Strand Synthesis,19241,0.11594202898550725,0.4,query_1,['REAC:R-HSA-69190']
REAC,REAC:R-HSA-176974,Unwinding of DNA,7,12,69,2.8421448459127263e-14,1.4075383998805881e-13,4171;4172;4174;4175;4176;64785;84296,True,Unwinding of DNA,19241,0.10144927536231885,0.5833333333333334,query_1,['REAC:R-HSA-69190']
REAC,REAC:R-HSA-157579,Telomere Maintenance,12,110,69,2.8421448459127263e-14,1.4075383998805881e-13,1763;2237;3014;5111;5422;5431;5557;5983;6117;6118;641;79075,True,Telomere Maintenance,19241,0.17391304347826086,0.10909090909090909,query_1,['REAC:R-HSA-73886']
REAC,REAC:R-HSA-1474165,Reproduction,13,153,69,5.023111569598559e-14,2.418535200177084e-13,11144;3014;4361;472;545;5888;5932;6117;6118;641;672;675;7156,True,Reproduction,19241,0.18840579710144928,0.08496732026143791,query_1,['REAC:0000000']
REAC,REAC:R-HSA-69166,Removal of the Flap Intermediate,7,14,69,1.156278944602576e-13,5.46604591993945e-13,1763;2237;5111;5422;5557;6117;6118,True,Removal of the Flap Intermediate,19241,0.10144927536231885,0.5,query_1,['REAC:R-HSA-69183']
REAC,REAC:R-HSA-69183,Processive synthesis on the lagging strand,7,15,69,2.118669843415618e-13,9.749631137841782e-13,1763;2237;5111;5422;5557;6117;6118,True,Processive synthesis on the lagging strand,19241,0.10144927536231885,0.4666666666666667,query_1,['REAC:R-HSA-69186']
REAC,REAC:R-HSA-69206,G1/S Transition,12,131,69,2.2299836097627303e-13,1.0171855062075612e-12,4171;4172;4174;4175;4176;4998;5111;5422;5427;5557;6117;6118,True,G1/S Transition,19241,0.17391304347826086,0.0916030534351145,query_1,['REAC:R-HSA-453279']
REAC,REAC:R-HSA-73886,Chromosome Maintenance,12,136,69,3.448622603681617e-13,1.5327211571918298e-12,1763;2237;3014;5111;5422;5431;5557;5983;6117;6118;641;79075,True,Chromosome Maintenance,19241,0.17391304347826086,0.08823529411764706,query_1,['REAC:R-HSA-1640170']
REAC,REAC:R-HSA-453279,Mitotic G1 phase and G1/S transition,12,148,69,9.414163735837371e-13,4.148614527657146e-12,4171;4172;4174;4175;4176;4998;5111;5422;5427;5557;6117;6118,True,Mitotic G1 phase and G1/S transition,19241,0.17391304347826086,0.08108108108108109,query_1,['REAC:R-HSA-69278']
REAC,REAC:R-HSA-69002,DNA Replication Pre-Initiation,12,158,69,2.029388734236643e-12,8.794017848358785e-12,3014;4171;4172;4174;4175;4176;4998;5422;5427;5557;6117;6118,True,DNA Replication Pre-Initiation,19241,0.17391304347826086,0.0759493670886076,query_1,['REAC:R-HSA-69306']
REAC,REAC:R-HSA-69278,"Cell Cycle, Mitotic",18,547,69,2.7518200698134414e-12,1.1729069150024504e-11,1763;2237;3014;4171;4172;4174;4175;4176;4998;5111;5422;5427;5557;5983;6117;6118;64785;84296,True,"Cell Cycle, Mitotic",19241,0.2608695652173913,0.03290676416819013,query_1,['REAC:R-HSA-1640170']
REAC,REAC:R-HSA-162587,HIV Life Cycle,11,145,69,2.0525881564659862e-11,8.404297963482778e-11,2237;2547;25920;3981;51497;5431;6924;7469;7520;7936;904,True,HIV Life Cycle,19241,0.15942028985507245,0.07586206896551724,query_1,['REAC:R-HSA-162906']
REAC,REAC:R-HSA-167238,Pausing and recovery of Tat-mediated HIV elongation,7,30,69,5.538491713269414e-11,2.1818300688637085e-10,25920;51497;5431;6924;7469;7936;904,True,Pausing and recovery of Tat-mediated HIV elongation,19241,0.10144927536231885,0.23333333333333334,query_1,['REAC:R-HSA-167172']
REAC,REAC:R-HSA-167243,Tat-mediated HIV elongation arrest and recovery,7,30,69,5.538491713269414e-11,2.1818300688637085e-10,25920;51497;5431;6924;7469;7936;904,True,Tat-mediated HIV elongation arrest and recovery,19241,0.10144927536231885,0.23333333333333334,query_1,['REAC:R-HSA-167172']
REAC,REAC:R-HSA-167287,HIV elongation arrest and recovery,7,32,69,8.801876678277543e-11,3.4156536363465095e-10,25920;51497;5431;6924;7469;7936;904,True,HIV elongation arrest and recovery,19241,0.10144927536231885,0.21875,query_1,['REAC:R-HSA-167172']
REAC,REAC:R-HSA-167290,Pausing and recovery of HIV elongation,7,32,69,8.801876678277543e-11,3.4156536363465095e-10,25920;51497;5431;6924;7469;7936;904,True,Pausing and recovery of HIV elongation,19241,0.10144927536231885,0.21875,query_1,['REAC:R-HSA-167172']
REAC,REAC:R-HSA-174414,Processive synthesis on the C-strand of the telomere,6,19,69,2.2046047316359912e-10,8.244536404492459e-10,1763;2237;5111;6117;6118;641,True,Processive synthesis on the C-strand of the telomere,19241,0.08695652173913043,0.3157894736842105,query_1,['REAC:R-HSA-174417']
REAC,REAC:R-HSA-5651801,PCNA-Dependent Long Patch Base Excision Repair,6,21,69,4.3137744047530737e-10,1.5686452380920267e-09,2237;5111;5427;5983;6117;6118,True,PCNA-Dependent Long Patch Base Excision Repair,19241,0.08695652173913043,0.2857142857142857,query_1,['REAC:R-HSA-110373']
REAC,REAC:R-HSA-167200,Formation of HIV-1 elongation complex containing HIV-1 Tat,7,42,69,6.330902921066775e-10,2.1947130126364824e-09,25920;51497;5431;6924;7469;7936;904,True,Formation of HIV-1 elongation complex containing HIV-1 Tat,19241,0.10144927536231885,0.16666666666666666,query_1,['REAC:R-HSA-167246']
REAC,REAC:R-HSA-167246,Tat-mediated elongation of the HIV-1 transcript,7,42,69,6.330902921066775e-10,2.1947130126364824e-09,25920;51497;5431;6924;7469;7936;904,True,Tat-mediated elongation of the HIV-1 transcript,19241,0.10144927536231885,0.16666666666666666,query_1,['REAC:R-HSA-167169']
REAC,REAC:R-HSA-167169,HIV Transcription Elongation,7,42,69,6.330902921066775e-10,2.1947130126364824e-09,25920;51497;5431;6924;7469;7936;904,True,HIV Transcription Elongation,19241,0.10144927536231885,0.16666666666666666,query_1,['REAC:R-HSA-167172']
REAC,REAC:R-HSA-167152,Formation of HIV elongation complex in the absence of HIV Tat,7,44,69,8.80640334879814e-10,3.012716935115153e-09,25920;51497;5431;6924;7469;7936;904,True,Formation of HIV elongation complex in the absence of HIV Tat,19241,0.10144927536231885,0.1590909090909091,query_1,['REAC:R-HSA-167172']
REAC,REAC:R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,8,76,69,1.2606266169011346e-09,4.256661303822013e-09,11200;3014;4361;472;580;672;7158;9656,True,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,19241,0.11594202898550725,0.10526315789473684,query_1,['REAC:R-HSA-5693606']
REAC,REAC:R-HSA-110373,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,6,25,69,1.269299974227867e-09,4.258296687732199e-09,2237;5111;5427;5983;6117;6118,True,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,19241,0.08695652173913043,0.24,query_1,['REAC:R-HSA-73933']
REAC,REAC:R-HSA-5693606,DNA Double Strand Break Response,8,77,69,1.3621559057765688e-09,4.540519685921896e-09,11200;3014;4361;472;580;672;7158;9656,True,DNA Double Strand Break Response,19241,0.11594202898550725,0.1038961038961039,query_1,['REAC:R-HSA-5693532']
REAC,REAC:R-HSA-5685939,HDR through MMEJ (alt-NHEJ),5,12,69,1.714636583710461e-09,5.679051105283056e-09,10721;2237;4361;5932;675,True,HDR through MMEJ (alt-NHEJ),19241,0.07246376811594203,0.4166666666666667,query_1,['REAC:R-HSA-5693538']
REAC,REAC:R-HSA-162906,HIV Infection,11,226,69,1.9633652173947167e-09,6.421068635504733e-09,2237;2547;25920;3981;51497;5431;6924;7469;7520;7936;904,True,HIV Infection,19241,0.15942028985507245,0.048672566371681415,query_1,['REAC:R-HSA-9824446']
REAC,REAC:R-HSA-75955,RNA Polymerase II Transcription Elongation,7,57,69,5.295155488534611e-09,1.710236555303104e-08,25920;51497;5431;6924;7469;7936;904,True,RNA Polymerase II Transcription Elongation,19241,0.10144927536231885,0.12280701754385964,query_1,['REAC:R-HSA-73857']
REAC,REAC:R-HSA-112382,Formation of RNA Pol II elongation complex ,7,57,69,5.295155488534611e-09,1.710236555303104e-08,25920;51497;5431;6924;7469;7936;904,True,Formation of RNA Pol II elongation complex ,19241,0.10144927536231885,0.12280701754385964,query_1,['REAC:R-HSA-75955']
REAC,REAC:R-HSA-73933,Resolution of Abasic Sites (AP sites),6,36,69,1.2331245787170603e-08,3.816814172219472e-08,2237;5111;5427;5983;6117;6118,True,Resolution of Abasic Sites (AP sites),19241,0.08695652173913043,0.16666666666666666,query_1,['REAC:R-HSA-73884']
REAC,REAC:R-HSA-174437,Removal of the Flap Intermediate from the C-strand,5,17,69,1.2331245787170603e-08,3.816814172219472e-08,1763;2237;5111;6117;6118,True,Removal of the Flap Intermediate from the C-strand,19241,0.07246376811594203,0.29411764705882354,query_1,['REAC:R-HSA-174414']
REAC,REAC:R-HSA-167172,Transcription of the HIV genome,7,69,69,1.985379504456197e-08,6.002310129751294e-08,25920;51497;5431;6924;7469;7936;904,True,Transcription of the HIV genome,19241,0.10144927536231885,0.10144927536231885,query_1,['REAC:R-HSA-162599']
REAC,REAC:R-HSA-6783310,Fanconi Anemia Pathway,6,39,69,1.985379504456197e-08,6.002310129751294e-08,2177;545;55215;6117;6118;84126,True,Fanconi Anemia Pathway,19241,0.08695652173913043,0.15384615384615385,query_1,['REAC:R-HSA-73894']
REAC,REAC:R-HSA-167242,Abortive elongation of HIV-1 transcript in the absence of Tat,5,22,69,4.9763874104790034e-08,1.461989521722645e-07,25920;51497;5431;7469;7936,True,Abortive elongation of HIV-1 transcript in the absence of Tat,19241,0.07246376811594203,0.22727272727272727,query_1,['REAC:R-HSA-167169']
REAC,REAC:R-HSA-674695,RNA Polymerase II Pre-transcription Events,7,80,69,5.509353325477064e-08,1.6094740051955467e-07,25920;51497;5431;6924;7469;7936;904,True,RNA Polymerase II Pre-transcription Events,19241,0.10144927536231885,0.0875,query_1,['REAC:R-HSA-73857']
REAC,REAC:R-HSA-73884,Base Excision Repair,7,87,69,9.690356941937341e-08,2.783969950169844e-07,2237;3014;5111;5427;5983;6117;6118,True,Base Excision Repair,19241,0.10144927536231885,0.08045977011494253,query_1,['REAC:R-HSA-73894']
REAC,REAC:R-HSA-5696397,Gap-filling DNA repair synthesis and ligation in GG-NER,5,25,69,9.690356941937341e-08,2.783969950169844e-07,5111;5427;5983;6117;6118,True,Gap-filling DNA repair synthesis and ligation in GG-NER,19241,0.07246376811594203,0.2,query_1,['REAC:R-HSA-5696399']
REAC,REAC:R-HSA-174411,Polymerase switching on the C-strand of the telomere,5,26,69,1.1693700940770502e-07,3.341057411648715e-07,5111;5422;5557;5983;79075,True,Polymerase switching on the C-strand of the telomere,19241,0.07246376811594203,0.19230769230769232,query_1,['REAC:R-HSA-174417']
REAC,REAC:0000000,REACTOME root term,60,10913,69,2.1609419748304325e-07,6.009036507549866e-07,10721;11073;1111;11144;11200;1763;2171;2177;2237;22976;2547;25920;27434;3014;3981;4171;4172;4174;4175;4176;4361;472;4998;5111;51497;5422;5427;5431;545;55215;5557;57379;580;5884;5888;5890;5892;5932;5983;6117;6118;6240;63967;641;64785;672;675;6924;7156;7158;7469;7520;79075;7936;79728;83990;84126;84296;904;9656,True,REACTOME root term,19241,0.8695652173913043,0.005498029872628975,query_1,[]
