Gene_set,Term,Term_Name,Overlap,term_size,query_size,P-value,Adjusted P-value,Genes,significant,description,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0006915,apoptotic process,22,1910,65,2.9708230612032076e-06,1.4259950693775396e-05,1020;1026;1029;1051;1869;1870;2113;2274;3725;4193;4609;5925;5970;7027;7157;7185;81669;8295;8607;8841;894;983,True,"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]",19241,0.3384615384615385,0.011518324607329843,query_1,['GO:0012501']
GO:BP,GO:0006368,transcription elongation by RNA polymerase II,7,118,65,3.079567138272791e-06,1.4708380361899897e-05,10001;1025;219541;29079;80306;9282;9443,True,"""The extension of an RNA molecule after transcription pausing and promoter clearance at an RNA polymerase II promoter by the addition of ribonucleotides catalyzed by RNA polymerase II."" [GOC:mah, GOC:txnOH]",19241,0.1076923076923077,0.059322033898305086,query_1,"['GO:0006354', 'GO:0006366']"
GO:BP,GO:0006974,DNA damage response,15,896,65,4.707163728459773e-06,2.162142191062862e-05,1017;1025;1026;1029;1387;1869;23198;3159;4193;4609;7157;8295;8607;8841;983,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to its DNA from environmental insults or errors during metabolism."" [GOC:go_curators]",19241,0.23076923076923078,0.016741071428571428,query_1,['GO:0033554']
GO:BP,GO:0065003,protein-containing complex assembly,20,1637,65,5.086218998365127e-06,2.3218019846827754e-05,10001;1387;219541;29079;3007;3009;3925;4134;4193;5925;653604;6908;7157;7185;80306;8356;8607;9282;9443;983,True,"""The aggregation, arrangement and bonding together of a set of macromolecules to form a protein-containing complex."" [GOC:jl]",19241,0.3076923076923077,0.012217470983506415,query_1,"['GO:0022607', 'GO:0043933']"
GO:BP,GO:0012501,programmed cell death,22,1974,65,5.103127278834017e-06,2.3218019846827754e-05,1020;1026;1029;1051;1869;1870;2113;2274;3725;4193;4609;5925;5970;7027;7157;7185;81669;8295;8607;8841;894;983,True,"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]",19241,0.3384615384615385,0.011144883485309016,query_1,['GO:0008219']
GO:BP,GO:0008219,cell death,22,1978,65,5.237993871662181e-06,2.3719217532055158e-05,1020;1026;1029;1051;1869;1870;2113;2274;3725;4193;4609;5925;5970;7027;7157;7185;81669;8295;8607;8841;894;983,True,"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]",19241,0.3384615384615385,0.011122345803842264,query_1,['GO:0009987']
GO:BP,GO:0033554,cellular response to stress,21,1813,65,5.478348036197106e-06,2.4691146078634846e-05,1017;1021;1025;1026;1029;1051;1387;1869;2034;23198;3159;3725;4193;4609;5933;5970;7157;8295;8607;8841;983,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",19241,0.3230769230769231,0.011583011583011582,query_1,"['GO:0006950', 'GO:0051716']"
GO:BP,GO:0006354,DNA-templated transcription elongation,7,134,65,6.948409095658595e-06,3.088181820292709e-05,10001;1025;219541;29079;80306;9282;9443,True,"""The extension of an RNA molecule after transcription initiation and promoter clearance at a DNA-dependent RNA polymerase promoter by the addition of ribonucleotides catalyzed by an RNA polymerase."" [GOC:mah, GOC:txnOH, PMID:15020047, PMID:18280161]",19241,0.1076923076923077,0.05223880597014925,query_1,"['GO:0006351', 'GO:0032774']"
GO:BP,GO:0006468,protein phosphorylation,17,1209,65,7.100246103675992e-06,3.1411227002437567e-05,1017;1019;1020;1021;1025;1026;1028;1029;4139;5925;7157;7345;8841;894;898;9134;983,True,"""The process of introducing a phosphate group on to a protein."" [GOC:hb]",19241,0.26153846153846155,0.014061207609594707,query_1,"['GO:0016310', 'GO:0036211']"
GO:BP,GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,6,83,65,7.307903457779282e-06,3.201572460325024e-05,1026;1869;1870;4193;4609;7157,True,"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, and ends when the execution phase of apoptosis is triggered."" [GOC:mah, GOC:mtg_apoptosis]",19241,0.09230769230769231,0.07228915662650602,query_1,"['GO:0072331', 'GO:0097193']"
GO:BP,GO:0043550,regulation of lipid kinase activity,3,5,65,7.3369368882448476e-06,3.201572460325024e-05,5925;5933;5934,True,"""Any process that modulates the frequency, rate or extent of lipid kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a simple or complex lipid."" [GOC:bf]",19241,0.046153846153846156,0.6,query_1,['GO:0043549']
GO:BP,GO:0043412,macromolecule modification,27,2982,65,8.15118850778953e-06,3.509031823981143e-05,10001;1017;1019;1020;1021;1025;1026;1028;1029;1387;2034;286151;29882;4139;4193;5925;5970;64682;7157;7185;7345;8841;894;898;9134;9443;983,True,"""The covalent alteration of one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule, resulting in a change in its properties."" [GOC:go_curators]",19241,0.4153846153846154,0.009054325955734407,query_1,['GO:0043170']
GO:BP,GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,5,45,65,8.15118850778953e-06,3.509031823981143e-05,4193;7027;894;898;9134,True,"""Any signaling pathway that increases or activates a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]",19241,0.07692307692307693,0.1111111111111111,query_1,"['GO:0000082', 'GO:1901992', 'GO:1902808', 'GO:2000045']"
GO:BP,GO:0010948,negative regulation of cell cycle process,9,288,65,9.971689078810788e-06,4.235761732592193e-05,1017;1026;1869;286151;5925;5933;5934;7157;983,True,"""Any process that decreases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]",19241,0.13846153846153847,0.03125,query_1,"['GO:0010564', 'GO:0022402', 'GO:0045786']"
GO:BP,GO:0008285,negative regulation of cell population proliferation,13,705,65,1.0525630799422423e-05,4.451368091385695e-05,1021;1026;1028;1029;1051;1869;2113;3012;3159;4609;5925;7027;7157,True,"""Any process that stops, prevents or reduces the rate or extent of cell proliferation."" [GOC:go_curators]",19241,0.2,0.018439716312056736,query_1,"['GO:0008283', 'GO:0042127', 'GO:0048523']"
GO:BP,GO:0010629,negative regulation of gene expression,16,1104,65,1.070835366892074e-05,4.508780492177154e-05,1017;1026;1869;29882;3012;4139;4193;4609;5925;5933;5934;5966;7157;83852;8841;983,True,"""Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",19241,0.24615384615384617,0.014492753623188406,query_1,"['GO:0010467', 'GO:0010468', 'GO:0010558']"
GO:BP,GO:0048145,regulation of fibroblast proliferation,6,90,65,1.1138603901803668e-05,4.6694584042495726e-05,1019;1021;1026;1869;4609;7157,True,"""Any process that modulates the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]",19241,0.09230769230769231,0.06666666666666667,query_1,"['GO:0042127', 'GO:0048144']"
GO:BP,GO:0045930,negative regulation of mitotic cell cycle,8,225,65,1.6574764852687615e-05,6.858523387319012e-05,1017;1026;1028;5925;5933;5934;7157;983,True,"""Any process that stops, prevents or reduces the rate or extent of progression through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]",19241,0.12307692307692308,0.035555555555555556,query_1,"['GO:0000278', 'GO:0007346', 'GO:0045786']"
GO:BP,GO:0044839,cell cycle G2/M phase transition,7,156,65,1.7671624614965477e-05,7.188457470494431e-05,1017;1019;1021;1026;26993;7157;983,True,"""The cell cycle process by which a cell in G2 phase commits to M phase."" [GOC:jl, GOC:mtg_cell_cycle]",19241,0.1076923076923077,0.04487179487179487,query_1,['GO:0044770']
GO:BP,GO:0043687,post-translational protein modification,15,1013,65,1.925219552283653e-05,7.77311812763455e-05,10001;1017;1020;1029;2034;286151;29882;4193;5970;64682;7185;7345;8841;9443;983,True,"""The process of covalently altering one or more amino acids in a protein after the protein has been completely translated and released from the ribosome."" [GOC:jsg]",19241,0.23076923076923078,0.014807502467917079,query_1,['GO:0036211']
GO:BP,GO:0048146,positive regulation of fibroblast proliferation,5,54,65,1.927085535809399e-05,7.77311812763455e-05,1019;1021;1026;1869;4609,True,"""Any process that activates or increases the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]",19241,0.07692307692307693,0.09259259259259259,query_1,"['GO:0008284', 'GO:0048144', 'GO:0048145']"
GO:BP,GO:0034504,protein localization to nucleus,9,317,65,2.0731814062632877e-05,8.327423221810696e-05,1020;1026;1029;1387;3838;4193;7157;8841;983,True,"""A process in which a protein transports or maintains the localization of another protein to the nucleus."" [GOC:ecd]",19241,0.13846153846153847,0.028391167192429023,query_1,['GO:0033365']
GO:BP,GO:0072331,signal transduction by p53 class mediator,7,163,65,2.2968849195456685e-05,9.149417106903908e-05,1026;1029;1869;1870;4193;4609;7157,True,"""An intracellular signaling process that is induced by the cell cycle regulator phosphoprotein p53 or an equivalent protein."" [GOC:mah]",19241,0.1076923076923077,0.04294478527607362,query_1,['GO:0035556']
GO:BP,GO:1902895,positive regulation of miRNA transcription,5,57,65,2.4713367106959935e-05,9.803649761438653e-05,2113;3725;4609;5970;7157,True,"""Any process that activates or increases the frequency, rate or extent of microRNA (miRNA) gene transcription."" [GO_REF:0000058, GOC:dph, GOC:kmv, GOC:TermGenie, PMID:24699545]",19241,0.07692307692307693,0.08771929824561403,query_1,"['GO:0045893', 'GO:0061614', 'GO:1902893', 'GO:2000630']"
GO:BP,GO:0033044,regulation of chromosome organization,8,242,65,2.7054621720171302e-05,0.00010644441332526415,1017;29882;4609;5925;64682;7157;8607;983,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a chromosome."" [GOC:mah]",19241,0.12307692307692308,0.03305785123966942,query_1,"['GO:0033043', 'GO:0051276']"
GO:BP,GO:0051169,nuclear transport,9,332,65,2.9191237505721272e-05,0.00011345582188458471,1020;1026;1029;26993;3838;4193;7157;8841;983,True,"""The directed movement of substances into, out of, or within the nucleus."" [GOC:ai]",19241,0.13846153846153847,0.02710843373493976,query_1,['GO:0046907']
GO:BP,GO:0006913,nucleocytoplasmic transport,9,332,65,2.9191237505721272e-05,0.00011345582188458471,1020;1026;1029;26993;3838;4193;7157;8841;983,True,"""The directed movement of molecules between the nucleus and the cytoplasm."" [GOC:go_curators]",19241,0.13846153846153847,0.02710843373493976,query_1,['GO:0051169']
GO:BP,GO:1901988,negative regulation of cell cycle phase transition,8,247,65,3.079281693447283e-05,0.000119198001036669,1017;1026;1869;5925;5933;5934;7157;983,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",19241,0.12307692307692308,0.032388663967611336,query_1,"['GO:0010948', 'GO:0044770', 'GO:1901987']"
GO:BP,GO:0042770,signal transduction in response to DNA damage,7,172,65,3.11556397029919e-05,0.0001196376564594889,1017;1026;1029;1869;4193;7157;983,True,"""A cascade of processes induced by the detection of DNA damage within a cell."" [GOC:go_curators]",19241,0.1076923076923077,0.040697674418604654,query_1,"['GO:0006974', 'GO:0035556']"
GO:BP,GO:1901991,negative regulation of mitotic cell cycle phase transition,7,172,65,3.11556397029919e-05,0.0001196376564594889,1017;1026;5925;5933;5934;7157;983,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",19241,0.1076923076923077,0.040697674418604654,query_1,"['GO:0044772', 'GO:0045930', 'GO:1901988', 'GO:1901990']"
GO:BP,GO:1902808,positive regulation of cell cycle G1/S phase transition,5,61,65,3.2921365396709924e-05,0.0001254147253207997,4193;7027;894;898;9134,True,"""Any signaling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]",19241,0.07692307692307693,0.08196721311475409,query_1,"['GO:0044843', 'GO:1901989', 'GO:1902806']"
GO:BP,GO:0009410,response to xenobiotic stimulus,10,438,65,3.332344242438591e-05,0.00012644468271703744,1019;1026;1869;4193;4609;5925;5970;7157;7345;983,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organism exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."" [GOC:jl, GOC:krc]",19241,0.15384615384615385,0.0228310502283105,query_1,['GO:0042221']
GO:BP,GO:2000630,positive regulation of miRNA metabolic process,5,63,65,3.8121366405896024e-05,0.00014351573235160857,2113;3725;4609;5970;7157,True,"""Any process that activates or increases the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]",19241,0.07692307692307693,0.07936507936507936,query_1,"['GO:0010586', 'GO:0051254', 'GO:2000628']"
GO:BP,GO:0046822,regulation of nucleocytoplasmic transport,6,116,65,4.337834102754745e-05,0.00016016618225555984,1020;1029;26993;4193;8841;983,True,"""Any process that modulates the frequency, rate or extent of the directed movement of substances between the nucleus and the cytoplasm."" [GOC:bf]",19241,0.09230769230769231,0.05172413793103448,query_1,"['GO:0006913', 'GO:0032386']"
GO:BP,GO:0090068,positive regulation of cell cycle process,8,261,65,4.403836583138173e-05,0.0001619801961614041,1019;4193;5925;7027;894;898;9134;983,True,"""Any process that increases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]",19241,0.12307692307692308,0.03065134099616858,query_1,"['GO:0010564', 'GO:0022402', 'GO:0045787']"
GO:BP,GO:1902749,regulation of cell cycle G2/M phase transition,6,118,65,4.7225425978208866e-05,0.00017303972877511647,1017;1019;1021;1026;7157;983,True,"""Any signaling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]",19241,0.09230769230769231,0.05084745762711865,query_1,"['GO:0044839', 'GO:1901987']"
GO:BP,GO:0070647,protein modification by small protein conjugation or removal,14,961,65,4.998602907255098e-05,0.00018176737844563992,10001;1020;1029;2034;286151;29882;4193;5970;64682;7185;7345;8841;9443;983,True,"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to or removed from a target protein."" [GOC:mah]",19241,0.2153846153846154,0.014568158168574402,query_1,['GO:0043687']
GO:BP,GO:0035019,somatic stem cell population maintenance,5,67,65,4.998602907255098e-05,0.00018176737844563992,10001;4609;80306;9282;9443,True,"""Any process by which an organism retains a population of somatic stem cells, undifferentiated cells in the embryo or adult which can undergo unlimited division and give rise to cell types of the body other than those of the germ-line."" [GOC:bf, ISBN:0582227089]",19241,0.07692307692307693,0.07462686567164178,query_1,['GO:0019827']
GO:BP,GO:0032200,telomere organization,7,188,65,5.266922524393483e-05,0.0001893724952590915,1017;4609;7157;8356;8607;898;9134,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of telomeres, terminal regions of a linear chromosome that include the telomeric DNA repeats and associated proteins."" [GOC:dph, GOC:jl, GOC:mah]",19241,0.1076923076923077,0.03723404255319149,query_1,['GO:0051276']
GO:BP,GO:0006996,organelle organization,28,3551,65,6.229401459530818e-05,0.00021986122798344065,1017;1020;1029;1874;2034;2113;2195;23198;26993;286151;29882;3007;3009;3925;4134;4139;4609;5925;64682;7157;81669;8356;8607;8841;8900;898;9134;983,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",19241,0.4307692307692308,0.007885102787947058,query_1,['GO:0016043']
GO:BP,GO:0032502,developmental process,40,6492,65,6.470775824582714e-05,0.00022671331356202213,10001;1020;1021;1025;1026;1029;1051;1387;1869;1870;1874;2034;2113;2195;2274;23198;29882;3009;3925;4134;4139;4193;4609;5925;5933;5934;5948;5970;6908;7027;7157;7345;80306;83852;8607;8841;8900;9282;9443;983,True,"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]",19241,0.6153846153846154,0.0061614294516327784,query_1,['GO:0008150']
GO:BP,GO:0006260,DNA replication,8,278,65,6.6802726020591e-05,0.00023320224356279044,1017;1025;1026;7157;8607;898;9134;983,True,"""The cellular metabolic process in which a cell duplicates one or more molecules of DNA. DNA replication begins when specific sequences, known as origins of replication, are recognized and bound by the origin recognition complex, and ends when the original DNA molecule has been completely duplicated and the copies topologically separated. The unit of replication usually corresponds to the genome of the cell, an organelle, or a virus. The template for replication can either be an existing DNA molecule or RNA."" [GOC:mah]",19241,0.12307692307692308,0.02877697841726619,query_1,['GO:0006259']
GO:BP,GO:1902893,regulation of miRNA transcription,5,76,65,9.01916442328307e-05,0.00031033684037103034,2113;3725;4609;5970;7157,True,"""Any process that modulates the frequency, rate or extent of microRNA (miRNA) gene transcription."" [GO_REF:0000058, GOC:dph, GOC:kmv, GOC:TermGenie, PMID:24699545]",19241,0.07692307692307693,0.06578947368421052,query_1,"['GO:0006355', 'GO:0061614', 'GO:2000628']"
GO:BP,GO:0061614,miRNA transcription,5,77,65,9.55458668076852e-05,0.00032758582905492066,2113;3725;4609;5970;7157,True,"""The cellular synthesis of microRNA (miRNA) transcripts. MicroRNA genes are synthesized as primary (pri) miRNA transcripts and subsequently processed to produce the ~22nt miRNAs that function in gene regulation."" [GOC:dph, GOC:kmv, PMID:18778799]",19241,0.07692307692307693,0.06493506493506493,query_1,"['GO:0006351', 'GO:0010586']"
GO:BP,GO:0009888,tissue development,20,2019,65,9.868661588460042e-05,0.00033715000444561,1020;1021;1026;1051;1874;2034;2195;2274;3925;4139;4193;4609;5925;5948;5970;7027;7157;83852;8841;983,True,"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]",19241,0.3076923076923077,0.009905894006934125,query_1,['GO:0048856']
GO:BP,GO:0000018,regulation of DNA recombination,6,143,65,0.0001336319317742753,0.0004438984584889422,1387;3007;3009;3838;8295;8607,True,"""Any process that modulates the frequency, rate or extent of DNA recombination, a DNA metabolic process in which a new genotype is formed by reassortment of genes resulting in gene combinations different from those that were present in the parents."" [GOC:go_curators, ISBN:0198506732]",19241,0.09230769230769231,0.04195804195804196,query_1,"['GO:0006310', 'GO:0051052']"
GO:BP,GO:0051093,negative regulation of developmental process,13,920,65,0.00015494904525633694,0.000505956066143141,1020;1021;1026;1029;1869;1870;4139;4609;5925;5970;7157;80306;8841,True,"""Any process that stops, prevents or reduces the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]",19241,0.2,0.014130434782608696,query_1,"['GO:0032502', 'GO:0048519', 'GO:0050793']"
GO:BP,GO:0043549,regulation of kinase activity,9,422,65,0.0001743349200015271,0.0005581872069958688,1026;1028;1029;5925;5933;5934;7345;894;9134,True,"""Any process that modulates the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:bf]",19241,0.13846153846153847,0.02132701421800948,query_1,"['GO:0042325', 'GO:0051338']"
GO:BP,GO:0007059,chromosome segregation,9,422,65,0.0001743349200015271,0.0005581872069958688,26993;29882;5925;64682;83852;8841;898;9134;983,True,"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:jl, GOC:mah, GOC:mtg_cell_cycle, GOC:vw]",19241,0.13846153846153847,0.02132701421800948,query_1,['GO:0022402']
GO:BP,GO:0045595,regulation of cell differentiation,17,1564,65,0.000174433502186209,0.0005581872069958688,1020;1021;1025;1029;1051;1869;2113;29882;4139;4193;4609;5925;5970;7157;80306;8841;983,True,"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]",19241,0.26153846153846155,0.010869565217391304,query_1,"['GO:0030154', 'GO:0050793', 'GO:0050794']"
GO:BP,GO:2000628,regulation of miRNA metabolic process,5,88,65,0.0001756906972223446,0.0005603424230347203,2113;3725;4609;5970;7157,True,"""Any process that modulates the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]",19241,0.07692307692307693,0.056818181818181816,query_1,"['GO:0010586', 'GO:0051252']"
GO:BP,GO:0022607,cellular component assembly,25,3106,65,0.00017930171666559697,0.0005699657218509043,10001;1017;1020;1387;1874;219541;29079;3007;3009;3925;4134;4139;4193;5925;653604;6908;7157;7185;80306;8356;8607;8841;9282;9443;983,True,"""The aggregation, arrangement and bonding together of a cellular component."" [GOC:isa_complete]",19241,0.38461538461538464,0.008048937540244688,query_1,"['GO:0016043', 'GO:0044085']"
GO:BP,GO:0034644,cellular response to UV,5,90,65,0.000193547789952384,0.0006112035472180548,1026;1387;4193;4609;7157,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:mah]",19241,0.07692307692307693,0.05555555555555555,query_1,"['GO:0009411', 'GO:0071482']"
GO:BP,GO:0009411,response to UV,6,155,65,0.00020088215905389738,0.0006281657090936205,1026;1387;4193;4609;5970;7157,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:hb]",19241,0.09230769230769231,0.03870967741935484,query_1,['GO:0009416']
GO:BP,GO:0031647,regulation of protein stability,8,331,65,0.00021828190080225323,0.0006781573617157382,1029;1387;3009;4193;7157;8607;8841;902,True,"""Any process that affects the structure and integrity of a protein, altering the likelihood of its degradation or aggregation."" [GOC:dph, GOC:mah, GOC:tb]",19241,0.12307692307692308,0.02416918429003021,query_1,['GO:0065008']
GO:BP,GO:0044085,cellular component biogenesis,26,3360,65,0.00021828190080225323,0.0006781573617157382,10001;1017;1020;1029;1387;1874;219541;29079;3007;3009;3925;4134;4139;4193;5925;653604;6908;7157;7185;80306;8356;8607;8841;9282;9443;983,True,"""A process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component. Includes biosynthesis of constituent macromolecules, and those macromolecular modifications that are involved in synthesis or assembly of the cellular component."" [GOC:jl, GOC:mah]",19241,0.4,0.007738095238095238,query_1,['GO:0071840']
GO:BP,GO:0030261,chromosome condensation,4,45,65,0.00022674184331949237,0.0006976672102138226,26993;3007;3009;983,True,"""The progressive compaction of dispersed interphase chromatin into threadlike chromosomes prior to mitotic or meiotic nuclear division, or during apoptosis, in eukaryotic cells."" [GOC:mah, ISBN:0815316194]",19241,0.06153846153846154,0.08888888888888889,query_1,['GO:0051276']
GO:BP,GO:0000723,telomere maintenance,6,161,65,0.0002430342460336456,0.0007430346375550948,1017;4609;7157;8607;898;9134,True,"""Any process that contributes to the maintenance of proper telomeric length and structure by affecting and monitoring the activity of telomeric proteins, the length of telomeric DNA and the replication and repair of the DNA. These processes includes those that shorten, lengthen, replicate and repair the telomeric DNA sequences."" [GOC:BHF, GOC:BHF_telomere, GOC:elh, GOC:rl, PMID:11092831]",19241,0.09230769230769231,0.037267080745341616,query_1,"['GO:0006259', 'GO:0032200']"
GO:BP,GO:0061061,muscle structure development,11,693,65,0.0002614001134652114,0.0007941269269829208,1020;1025;2034;2274;3009;4193;5925;7345;80306;8841;983,True,"""The progression of a muscle structure over time, from its formation to its mature state. Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms."" [GOC:dph]",19241,0.16923076923076924,0.015873015873015872,query_1,['GO:0048856']
GO:BP,GO:0045787,positive regulation of cell cycle,8,342,65,0.00026807455416044917,0.0008118346119685528,1019;4193;5925;7027;894;898;9134;983,True,"""Any process that activates or increases the rate or extent of progression through the cell cycle."" [GOC:go_curators]",19241,0.12307692307692308,0.023391812865497075,query_1,"['GO:0007049', 'GO:0048522', 'GO:0051726']"
GO:BP,GO:0090399,replicative senescence,3,16,65,0.00027735909089191983,0.0008320772726757595,1026;1029;7157,True,"""The process by which normal somatic cells reach an irreversible stage of cell cycle arrest following multiple rounds of replication; this end stage is associated with marked changes in gene expression and function. This is a natural barrier to unlimited proliferation of somatic cells, and is believed to be contolled by telomere shortening."" [PMID:17014937, PMID:23061726]",19241,0.046153846153846156,0.1875,query_1,['GO:0022402']
GO:BP,GO:0032446,protein modification by small protein conjugation,12,841,65,0.00029510116291532476,0.0008770808557235658,10001;1020;1029;2034;286151;29882;4193;5970;64682;7185;8841;9443,True,"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to a target protein."" [GOC:mah]",19241,0.18461538461538463,0.014268727705112961,query_1,['GO:0070647']
GO:BP,GO:0033365,protein localization to organelle,13,997,65,0.0003279330590417391,0.0009656924438038942,1020;1025;1026;1029;1387;3009;3012;3838;4193;5925;7157;8841;983,True,"""A process in which a protein is transported to, or maintained in, a location within an organelle."" [GOC:mah]",19241,0.2,0.013039117352056168,query_1,['GO:0008104']
GO:BP,GO:0065009,regulation of molecular function,16,1482,65,0.00033497053713444936,0.0009833997420460898,1026;1028;1029;1869;3725;3925;5925;5933;5934;5970;7027;7157;7185;7345;894;9134,True,"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]",19241,0.24615384615384617,0.010796221322537112,query_1,['GO:0065007']
GO:BP,GO:0010586,miRNA metabolic process,5,104,65,0.00036248074965086204,0.0010544894535297804,2113;3725;4609;5970;7157,True,"""The chemical reactions and pathways involving miRNA, microRNA, a class of single-stranded RNA molecules of about 21-23 nucleotides in length, which regulates gene expression."" [PMID:17993620]",19241,0.07692307692307693,0.04807692307692308,query_1,['GO:0016070']
