Gene_set,Term,Term_Name,Overlap,term_size,query_size,P-value,Adjusted P-value,Genes,significant,description,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0006366,transcription by RNA polymerase II,41,2675,65,1.4672039955004738e-17,4.142693634354279e-16,10001;1017;1019;1021;1025;1029;1051;1387;1869;1870;1874;2034;2113;219541;2274;26993;29079;3007;3009;3159;3725;4193;4609;5925;5933;5934;5966;5970;6908;7027;7157;80306;81669;8295;8607;8841;898;902;9282;9443;983,True,"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]",19241,0.6307692307692307,0.015327102803738318,query_1,['GO:0006351']
GO:BP,GO:0006351,DNA-templated transcription,45,3460,65,2.7165674620291854e-17,7.244179898744494e-16,10001;1017;1019;1020;1021;1025;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;2274;26993;29079;3007;3009;3159;3725;4193;4609;5925;5933;5934;5966;5970;6908;7027;7157;7185;80306;81669;8295;83852;8607;8841;898;902;9282;9443;983,True,"""The synthesis of an RNA transcript from a DNA template."" [GOC:jl, GOC:txnOH]",19241,0.6923076923076923,0.01300578034682081,query_1,"['GO:0010467', 'GO:0032774']"
GO:BP,GO:0007346,regulation of mitotic cell cycle,22,491,65,3.9874332521510786e-17,1.0023201364239394e-15,1017;1019;1021;1026;1028;1029;1869;286151;29882;4193;5925;5933;5934;64682;7027;7157;8841;894;898;902;9134;983,True,"""Any process that modulates the rate or extent of progress through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]",19241,0.3384615384615385,0.04480651731160896,query_1,"['GO:0000278', 'GO:0051726']"
GO:BP,GO:0010468,regulation of gene expression,51,4825,65,3.9874332521510786e-17,1.0023201364239394e-15,10001;1017;1019;1020;1021;1025;1026;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;2274;26993;29079;29882;3007;3009;3012;3159;3725;3838;4139;4193;4609;5925;5933;5934;5966;5970;6908;7027;7157;7185;80306;81669;8295;8356;83852;8607;8841;898;902;9282;9443;983,True,"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",19241,0.7846153846153846,0.010569948186528497,query_1,"['GO:0010467', 'GO:0010556']"
GO:BP,GO:0044772,mitotic cell cycle phase transition,21,426,65,4.0719255542222536e-17,1.0023201364239394e-15,1017;1019;1021;1026;1029;1869;29882;4193;4609;5925;5933;5934;64682;7027;7157;8900;894;898;902;9134;983,True,"""The cell cycle process by which a cell commits to entering the next mitotic cell cycle phase."" [GOC:mtg_cell_cycle]",19241,0.3230769230769231,0.04929577464788732,query_1,"['GO:0044770', 'GO:1903047']"
GO:BP,GO:0010556,regulation of macromolecule biosynthetic process,51,4932,65,9.057596351237339e-17,2.1738231242969614e-15,10001;1017;1019;1020;1021;1025;1026;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;2274;26993;29079;29882;3007;3009;3012;3159;3725;3838;4139;4193;4609;5925;5933;5934;5966;5970;6908;7027;7157;7185;80306;81669;8295;8356;83852;8607;8841;898;902;9282;9443;983,True,"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",19241,0.7846153846153846,0.010340632603406326,query_1,"['GO:0009059', 'GO:0009889', 'GO:0060255']"
GO:BP,GO:0051252,regulation of RNA metabolic process,45,3596,65,9.287662885577151e-17,2.1746722854034304e-15,10001;1017;1019;1020;1021;1025;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;2274;26993;29079;3007;3009;3159;3725;4193;4609;5925;5933;5934;5966;5970;6908;7027;7157;7185;80306;81669;8295;83852;8607;8841;898;902;9282;9443;983,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",19241,0.6923076923076923,0.012513904338153505,query_1,"['GO:0016070', 'GO:0019219', 'GO:0060255']"
GO:BP,GO:0060255,regulation of macromolecule metabolic process,54,5768,65,1.1787314940809696e-16,2.6942434150422162e-15,10001;1017;1019;1020;1021;1025;1026;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;2274;26993;29079;29882;3007;3009;3012;3159;3725;3838;4139;4193;4609;5925;5933;5934;5966;5970;6908;7027;7157;7185;7345;80306;81669;8295;8356;83852;8607;8841;894;898;902;9134;9282;9443;983,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",19241,0.8307692307692308,0.009361997226074895,query_1,"['GO:0019222', 'GO:0043170']"
GO:BP,GO:0044770,cell cycle phase transition,22,529,65,1.4429258568167335e-16,3.2214158663815445e-15,1017;1019;1021;1026;1029;1869;26993;29882;4193;4609;5925;5933;5934;64682;7027;7157;8900;894;898;902;9134;983,True,"""The cell cycle process by which a cell commits to entering the next cell cycle phase."" [GOC:mtg_cell_cycle]",19241,0.3384615384615385,0.04158790170132325,query_1,['GO:0022402']
GO:BP,GO:0009889,regulation of biosynthetic process,51,5097,65,3.3424337151570607e-16,7.13052525900173e-15,10001;1017;1019;1020;1021;1025;1026;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;2274;26993;29079;29882;3007;3009;3012;3159;3725;3838;4139;4193;4609;5925;5933;5934;5966;5970;6908;7027;7157;7185;80306;81669;8295;8356;83852;8607;8841;898;902;9282;9443;983,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",19241,0.7846153846153846,0.010005885815185403,query_1,"['GO:0009058', 'GO:0019222']"
GO:BP,GO:2000045,regulation of G1/S transition of mitotic cell cycle,14,149,65,7.015838418858635e-15,1.4641749743704978e-13,1017;1026;1029;1869;4193;5925;5933;5934;7027;7157;894;898;902;9134,True,"""Any signaling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]",19241,0.2153846153846154,0.09395973154362416,query_1,"['GO:0000082', 'GO:1901990', 'GO:1902806']"
GO:BP,GO:0019222,regulation of metabolic process,54,6306,65,7.864084511862406e-15,1.6062810917846619e-13,10001;1017;1019;1020;1021;1025;1026;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;2274;26993;29079;29882;3007;3009;3012;3159;3725;3838;4139;4193;4609;5925;5933;5934;5966;5970;6908;7027;7157;7185;7345;80306;81669;8295;8356;83852;8607;8841;894;898;902;9134;9282;9443;983,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",19241,0.8307692307692308,0.008563273073263558,query_1,"['GO:0008152', 'GO:0050794']"
GO:BP,GO:0090304,nucleic acid metabolic process,49,4975,65,8.55823290905557e-15,1.7116465818111141e-13,10001;1017;1019;1020;1021;1025;1026;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;2274;23198;26993;29079;3007;3009;3159;3725;3838;4193;4609;5925;5933;5934;5966;5970;6908;7027;7157;7185;80306;81669;8295;83852;8607;8841;898;902;9134;9282;9443;983,True,"""Any cellular metabolic process involving nucleic acids."" [GOC:dph, GOC:tb]",19241,0.7538461538461538,0.00984924623115578,query_1,"['GO:0006139', 'GO:0043170']"
GO:BP,GO:0022402,cell cycle process,28,1266,65,1.0575038069499827e-14,2.0718441932081294e-13,1017;1019;1021;1026;1029;1869;26993;286151;29882;3925;4134;4193;4609;5925;5933;5934;64682;7027;7157;81669;83852;8841;8900;894;898;902;9134;983,True,"""The cellular process that ensures successive accurate and complete genome replication and chromosome segregation."" [GOC:isa_complete, GOC:mtg_cell_cycle]",19241,0.4307692307692308,0.022116903633491312,query_1,"['GO:0007049', 'GO:0009987']"
GO:BP,GO:0080090,regulation of primary metabolic process,50,5278,65,1.2298133933165529e-14,2.3612417151677813e-13,10001;1017;1019;1020;1021;1025;1026;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;2274;26993;29079;3007;3009;3159;3725;3838;4193;4609;5925;5933;5934;5966;5970;6908;7027;7157;7185;7345;80306;81669;8295;83852;8607;8841;894;898;902;9134;9282;9443;983,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]",19241,0.7692307692307693,0.009473285335354301,query_1,"['GO:0019222', 'GO:0044238']"
GO:BP,GO:0141187,nucleic acid biosynthetic process,46,4344,65,1.510596630732906e-14,2.8434760107913524e-13,10001;1017;1019;1020;1021;1025;1026;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;2274;26993;29079;3007;3009;3159;3725;4193;4609;5925;5933;5934;5966;5970;6908;7027;7157;7185;80306;81669;8295;83852;8607;8841;898;902;9282;9443;983,True,"""The biosynthetic process resulting in the formation of a nucleic acid."" [GOC:dph, GOC:tb]",19241,0.7076923076923077,0.010589318600368325,query_1,"['GO:0009059', 'GO:0034654', 'GO:0090304']"
GO:BP,GO:1901990,regulation of mitotic cell cycle phase transition,17,326,65,3.868688810541533e-14,7.129617511736185e-13,1017;1019;1021;1026;1029;1869;4193;5925;5933;5934;7027;7157;894;898;902;9134;983,True,"""Any process that modulates the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",19241,0.26153846153846155,0.05214723926380368,query_1,"['GO:0007346', 'GO:0044772', 'GO:1901987']"
GO:BP,GO:0032774,RNA biosynthetic process,45,4236,65,4.010409850351604e-14,7.129617511736185e-13,10001;1017;1019;1020;1021;1025;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;2274;26993;29079;3007;3009;3159;3725;4193;4609;5925;5933;5934;5966;5970;6908;7027;7157;7185;80306;81669;8295;83852;8607;8841;898;902;9282;9443;983,True,"""The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."" [GOC:mah, GOC:txnOH]",19241,0.6923076923076923,0.010623229461756374,query_1,"['GO:0016070', 'GO:0141187']"
GO:BP,GO:0045935,positive regulation of nucleobase-containing compound metabolic process,33,2024,65,4.010409850351604e-14,7.129617511736185e-13,10001;1017;1025;1026;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;26993;29079;3159;3725;4609;5925;5966;5970;6908;7027;7157;7345;80306;8295;8607;8841;9282;9443;983,True,"""Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",19241,0.5076923076923077,0.016304347826086956,query_1,"['GO:0006139', 'GO:0009893', 'GO:0019219']"
GO:BP,GO:1902806,regulation of cell cycle G1/S phase transition,14,174,65,4.4420982960771564e-14,7.615025650417982e-13,1017;1026;1029;1869;4193;5925;5933;5934;7027;7157;894;898;902;9134,True,"""Any signaling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]",19241,0.2153846153846154,0.08045977011494253,query_1,"['GO:0044843', 'GO:1901987']"
GO:BP,GO:0010564,regulation of cell cycle process,22,714,65,4.8455940863635726e-14,8.16100056650707e-13,1017;1019;1021;1026;1029;1869;286151;29882;4193;4609;5925;5933;5934;64682;7027;7157;81669;894;898;902;9134;983,True,"""Any process that modulates a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]",19241,0.3384615384615385,0.03081232492997199,query_1,"['GO:0022402', 'GO:0051726']"
GO:BP,GO:0006139,nucleobase-containing compound metabolic process,50,5526,65,7.429426871482081e-14,1.2296982407970342e-12,10001;1017;1019;1020;1021;1025;1026;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;2274;23198;26993;29079;3007;3009;3159;3725;3838;4193;4609;5925;5933;5934;5966;5970;6908;7027;7157;7185;7345;80306;81669;8295;83852;8607;8841;898;902;9134;9282;9443;983,True,"""Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:ai]",19241,0.7692307692307693,0.009048136083966703,query_1,['GO:0044238']
GO:BP,GO:0045893,positive regulation of DNA-templated transcription,30,1688,65,1.5201357171520686e-13,2.341304945866618e-12,10001;1017;1025;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;26993;29079;3159;3725;4609;5925;5966;5970;6908;7027;7157;80306;8295;8607;8841;9282;9443,True,"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",19241,0.46153846153846156,0.017772511848341232,query_1,"['GO:0006351', 'GO:0006355', 'GO:1902680']"
GO:BP,GO:1902680,positive regulation of RNA biosynthetic process,30,1690,65,1.5233970834686622e-13,2.341304945866618e-12,10001;1017;1025;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;26993;29079;3159;3725;4609;5925;5966;5970;6908;7027;7157;80306;8295;8607;8841;9282;9443,True,"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]",19241,0.46153846153846156,0.01775147928994083,query_1,"['GO:0010557', 'GO:0032774', 'GO:0051254', 'GO:2001141']"
GO:BP,GO:0034654,nucleobase-containing compound biosynthetic process,46,4633,65,1.536481370724968e-13,2.341304945866618e-12,10001;1017;1019;1020;1021;1025;1026;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;2274;26993;29079;3007;3009;3159;3725;4193;4609;5925;5933;5934;5966;5970;6908;7027;7157;7185;80306;81669;8295;83852;8607;8841;898;902;9282;9443;983,True,"""The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]",19241,0.7076923076923077,0.009928771854090222,query_1,"['GO:0006139', 'GO:0009058']"
GO:BP,GO:0016070,RNA metabolic process,45,4429,65,1.8857416344703484e-13,2.821190103056827e-12,10001;1017;1019;1020;1021;1025;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;2274;26993;29079;3007;3009;3159;3725;4193;4609;5925;5933;5934;5966;5970;6908;7027;7157;7185;80306;81669;8295;83852;8607;8841;898;902;9282;9443;983,True,"""The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [ISBN:0198506732]",19241,0.6923076923076923,0.010160307067058026,query_1,['GO:0090304']
GO:BP,GO:2000142,regulation of DNA-templated transcription initiation,11,82,65,1.9101807989447265e-13,2.821190103056827e-12,10001;1019;219541;29079;3725;4609;6908;7157;80306;9282;9443,True,"""Any process that modulates the frequency, rate or extent of DNA-templated transcription initiation."" [GOC:mah, GOC:txnOH]",19241,0.16923076923076924,0.13414634146341464,query_1,"['GO:0006352', 'GO:0006355']"
GO:BP,GO:0071824,protein-DNA complex organization,15,260,65,4.1274149677934015e-13,5.742490389973429e-12,10001;219541;29079;3007;3009;3159;4609;5925;653604;6908;7157;80306;8356;9282;9443,True,"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein-DNA complex."" [GOC:mah]",19241,0.23076923076923078,0.057692307692307696,query_1,['GO:0043933']
GO:BP,GO:0006352,DNA-templated transcription initiation,14,209,65,4.466998979321917e-13,6.033001931772339e-12,10001;1019;1025;1870;219541;29079;3725;4609;6908;7157;80306;902;9282;9443,True,"""The initial step of transcription, consisting of the assembly of the RNA polymerase preinitiation complex (PIC) at a gene promoter, as well as the formation of the first few bonds of the RNA transcript. Transcription initiation includes abortive initiation events, which occur when the first few nucleotides are repeatedly synthesized and then released, and ends when promoter clearance takes place."" [GOC:jid, GOC:txnOH, PMID:18280161]",19241,0.2153846153846154,0.06698564593301436,query_1,"['GO:0006351', 'GO:0032774']"
GO:BP,GO:0010557,positive regulation of macromolecule biosynthetic process,35,2561,65,5.118613477499585e-13,6.7313273128761675e-12,10001;1017;1021;1025;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;26993;29079;3159;3725;3838;4139;4193;4609;5925;5966;5970;6908;7027;7157;80306;8295;8607;8841;9282;9443;983,True,"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",19241,0.5384615384615384,0.013666536509176102,query_1,"['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']"
GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II,26,1253,65,5.248048957050304e-13,6.808279728065259e-12,10001;1025;1029;1051;1387;1869;1870;1874;2034;2113;219541;26993;29079;3159;3725;4609;5925;5966;5970;6908;7027;7157;80306;8841;9282;9443,True,"""Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:go_curators, GOC:txnOH]",19241,0.4,0.020750199521149242,query_1,"['GO:0006357', 'GO:0006366', 'GO:0045893']"
GO:BP,GO:0010467,gene expression,51,6118,65,6.636155420251864e-13,8.494278937922385e-12,10001;1017;1019;1020;1021;1025;1026;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;2274;26993;29079;29882;3007;3009;3012;3159;3725;3838;4139;4193;4609;5925;5933;5934;5966;5970;6908;7027;7157;7185;80306;81669;8295;8356;83852;8607;8841;898;902;9282;9443;983,True,"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, as well as translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]",19241,0.7846153846153846,0.008336057535142204,query_1,['GO:0009059']
GO:BP,GO:0006367,transcription initiation at RNA polymerase II promoter,13,171,65,7.878364490331458e-13,9.95161830357658e-12,10001;1019;1025;1870;219541;29079;4609;6908;7157;80306;902;9282;9443,True,"""A transcription initiation process that takes place at a RNA polymerase II gene promoter. Messenger RNAs (mRNA) genes, as well as some non-coding RNAs, are transcribed by RNA polymerase II."" [GOC:mah, GOC:txnOH]",19241,0.2,0.07602339181286549,query_1,"['GO:0006352', 'GO:0006366']"
GO:BP,GO:0051254,positive regulation of RNA metabolic process,30,1824,65,9.146619141796294e-13,1.1403577111849924e-11,10001;1017;1025;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;26993;29079;3159;3725;4609;5925;5966;5970;6908;7027;7157;80306;8295;8607;8841;9282;9443,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",19241,0.46153846153846156,0.01644736842105263,query_1,"['GO:0010604', 'GO:0016070', 'GO:0045935', 'GO:0051252']"
GO:BP,GO:0009891,positive regulation of biosynthetic process,35,2663,65,1.5082056350428996e-12,1.8327562147356754e-11,10001;1017;1021;1025;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;26993;29079;3159;3725;3838;4139;4193;4609;5925;5966;5970;6908;7027;7157;80306;8295;8607;8841;9282;9443;983,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",19241,0.5384615384615384,0.013143071723619977,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009893']"
GO:BP,GO:1901987,regulation of cell cycle phase transition,17,425,65,1.7969902574950294e-12,2.1297662311052197e-11,1017;1019;1021;1026;1029;1869;4193;5925;5933;5934;7027;7157;894;898;902;9134;983,True,"""Any process that modulates the frequency, rate or extent of cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",19241,0.26153846153846155,0.04,query_1,"['GO:0010564', 'GO:0044770']"
GO:BP,GO:0060260,regulation of transcription initiation by RNA polymerase II,10,74,65,2.7423287641101347e-12,3.210531236031377e-11,10001;1019;219541;29079;4609;6908;7157;80306;9282;9443,True,"""Any process that modulates the rate, frequency or extent of a process involved in starting transcription from an RNA polymerase II promoter."" [GOC:dph, GOC:tb, GOC:txnOH]",19241,0.15384615384615385,0.13513513513513514,query_1,"['GO:0006357', 'GO:0006367', 'GO:2000142']"
GO:BP,GO:0009059,macromolecule biosynthetic process,51,6527,65,1.0386757016627157e-11,1.1870579447573896e-10,10001;1017;1019;1020;1021;1025;1026;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;2274;26993;29079;29882;3007;3009;3012;3159;3725;3838;4139;4193;4609;5925;5933;5934;5966;5970;6908;7027;7157;7185;80306;81669;8295;8356;83852;8607;8841;898;902;9282;9443;983,True,"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",19241,0.7846153846153846,0.007813696951126091,query_1,"['GO:0009058', 'GO:0043170']"
GO:BP,GO:0043170,macromolecule metabolic process,58,8862,65,1.2936405820589995e-11,1.4440639055542318e-10,10001;1017;1019;1020;1021;1025;1026;1028;1029;1051;1387;1869;1870;1874;2034;2113;219541;2274;23198;26993;286151;29079;29882;3007;3009;3012;3159;3725;3838;4139;4193;4609;5713;5925;5933;5934;5966;5970;64682;6908;7027;7157;7185;7345;80306;81669;8295;8356;83852;8607;8841;894;898;902;9134;9282;9443;983,True,"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",19241,0.8923076923076924,0.0065447980139923265,query_1,['GO:0008152']
