Gene_set,Term,Term_Name,Overlap,term_size,query_size,P-value,Adjusted P-value,Genes,significant,description,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0000278,mitotic cell cycle,29,886,69,1.3756069421631923e-19,9.289813115907273e-19,11073;1111;11200;1763;2177;29980;4171;4172;4175;4361;472;4998;5111;5422;545;580;5884;5888;5890;5932;6118;6240;63967;641;64785;672;675;90381;9656,True,"""Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."" [GOC:mah, ISBN:0815316194]",19241,0.42028985507246375,0.0327313769751693,query_1,['GO:0007049']
GO:BP,GO:0045930,negative regulation of mitotic cell cycle,18,225,69,2.5736535488073966e-18,1.6728748067248076e-17,11073;1111;11200;2177;29980;4361;472;4998;545;580;5884;5932;6118;63967;641;672;90381;9656,True,"""Any process that stops, prevents or reduces the rate or extent of progression through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]",19241,0.2608695652173913,0.08,query_1,"['GO:0000278', 'GO:0007346', 'GO:0045786']"
GO:BP,GO:0031297,replication fork processing,12,51,69,6.901685578509331e-18,4.364133104963407e-17,10721;1763;29980;4361;5111;545;580;5888;5932;641;672;675,True,"""The process in which a DNA replication fork that has stalled is restored to a functional state and replication is restarted. The stalling may be due to DNA damage, DNA secondary structure, bound proteins, dNTP shortage, or other causes."" [GOC:vw, PMID:11459955, PMID:15367656, PMID:17660542]",19241,0.17391304347826086,0.23529411764705882,query_1,['GO:0045005']
GO:BP,GO:0071479,cellular response to ionizing radiation,13,71,69,6.965827840614668e-18,4.364133104963407e-17,11200;2547;3014;3981;472;545;580;5888;641;672;675;7158;7520,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [GOC:mah]",19241,0.18840579710144928,0.18309859154929578,query_1,"['GO:0010212', 'GO:0071478']"
GO:BP,GO:0006270,DNA replication initiation,11,37,69,1.2218666570048528e-17,7.388030949331668e-17,11073;4171;4172;4174;4175;4176;4998;5422;5557;64785;90381,True,"""The process in which DNA-dependent DNA replication is started; it begins when specific sequences, known as origins of replication, are recognized and bound by the origin recognition complex, followed by DNA unwinding."" [PMID:28209641]",19241,0.15942028985507245,0.2972972972972973,query_1,"['GO:0006259', 'GO:0006261']"
GO:BP,GO:0043170,macromolecule metabolic process,66,8862,69,1.2518277020347204e-17,7.482188563885685e-17,10535;10721;11073;1111;11144;11200;1763;2177;2237;22976;2547;25920;27434;29980;3010;3014;3981;4171;4172;4174;4175;4176;4361;4678;472;4998;5111;51497;5422;5427;5431;545;55215;5557;57379;580;5884;5888;5890;5892;5932;5983;6117;6118;6240;63967;641;64785;672;675;6924;7156;7158;7469;7520;79075;7936;79728;8208;83990;84126;84296;90381;904;9401;9656,True,"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",19241,0.9565217391304348,0.007447528774542992,query_1,['GO:0008152']
GO:BP,GO:0045005,DNA-templated DNA replication maintenance of fidelity,12,59,69,4.37255255814038e-17,2.583781057082952e-16,10721;1763;29980;4361;5111;545;580;5888;5932;641;672;675,True,"""A DNA metabolic process that prevents or corrects errors to ensure that DNA is replicated accurately. Errors can be corrected either by intrinsic DNA polymerase proofreading activity or via mismatch repair."" [GOC:mah, GOC:vw]",19241,0.17391304347826086,0.2033898305084746,query_1,"['GO:0006259', 'GO:0006261']"
GO:BP,GO:0044238,primary metabolic process,67,9730,69,2.0335483352903467e-16,1.1620276201659125e-15,10535;10721;11073;1111;11144;11200;1763;2171;2177;2237;22976;2547;25920;27434;29980;3010;3014;3981;4171;4172;4174;4175;4176;4361;4678;472;4998;5111;51497;5422;5427;5431;545;55215;5557;57379;580;5884;5888;5890;5892;5932;5983;6117;6118;6240;63967;641;64785;672;675;6924;7156;7158;7469;7520;79075;7936;79728;8208;83990;84126;84296;90381;904;9401;9656,True,"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators]",19241,0.9710144927536232,0.006885919835560124,query_1,['GO:0008152']
GO:BP,GO:0035825,homologous recombination,12,68,69,2.666041765524984e-16,1.506893171818469e-15,11073;11144;2177;4361;472;580;5888;5890;5892;5932;672;83990,True,"""A DNA recombination process that results in the exchange of an equal amount of genetic material between highly homologous DNA molecules."" [GOC:mah, PMID:11139492, PMID:17304215]",19241,0.17391304347826086,0.17647058823529413,query_1,['GO:0006310']
GO:BP,GO:0000723,telomere maintenance,15,161,69,3.4721525307601604e-16,1.941418619349767e-15,1763;2237;2547;4361;472;5111;545;5888;5892;6117;6118;641;675;7520;9401,True,"""Any process that contributes to the maintenance of proper telomeric length and structure by affecting and monitoring the activity of telomeric proteins, the length of telomeric DNA and the replication and repair of the DNA. These processes includes those that shorten, lengthen, replicate and repair the telomeric DNA sequences."" [GOC:BHF, GOC:BHF_telomere, GOC:elh, GOC:rl, PMID:11092831]",19241,0.21739130434782608,0.09316770186335403,query_1,"['GO:0006259', 'GO:0032200']"
GO:BP,GO:0007346,regulation of mitotic cell cycle,21,491,69,4.969089785964283e-16,2.7488581794696036e-15,11073;1111;11200;2177;29980;4361;472;4998;545;580;5884;5890;5932;6118;6240;63967;641;672;675;90381;9656,True,"""Any process that modulates the rate or extent of progress through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]",19241,0.30434782608695654,0.04276985743380855,query_1,"['GO:0000278', 'GO:0051726']"
GO:BP,GO:0071897,DNA biosynthetic process,15,168,69,6.396501712112785e-16,3.50124304241963e-15,10721;1111;27434;3981;4361;472;5111;5422;5427;545;5983;6117;6240;7520;79075,True,"""The biosynthetic process resulting in the formation of DNA."" [GOC:mah]",19241,0.21739130434782608,0.08928571428571429,query_1,"['GO:0006259', 'GO:0141187']"
GO:BP,GO:0009314,response to radiation,20,435,69,7.925990057627967e-16,4.293244614548482e-15,11073;11200;2177;2237;22976;2547;3014;3981;472;5111;545;580;5888;6240;641;672;675;7158;7520;90381,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]",19241,0.2898550724637681,0.04597701149425287,query_1,['GO:0009628']
GO:BP,GO:1901991,negative regulation of mitotic cell cycle phase transition,15,172,69,8.821129293104912e-16,4.728852816922221e-15,11073;1111;29980;4361;472;4998;545;580;5884;5932;6118;63967;641;672;90381,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",19241,0.21739130434782608,0.0872093023255814,query_1,"['GO:0044772', 'GO:0045930', 'GO:1901988', 'GO:1901990']"
GO:BP,GO:0032200,telomere organization,15,188,69,3.3319406975889328e-15,1.7326091627462448e-14,1763;2237;2547;4361;472;5111;545;5888;5892;6117;6118;641;675;7520;9401,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of telomeres, terminal regions of a linear chromosome that include the telomeric DNA repeats and associated proteins."" [GOC:dph, GOC:jl, GOC:mah]",19241,0.21739130434782608,0.0797872340425532,query_1,['GO:0051276']
GO:BP,GO:0006275,regulation of DNA replication,13,120,69,7.290179785672896e-15,3.7533598896533724e-14,1763;4171;4172;4174;4175;4176;5111;545;57379;5884;641;79075;90381,True,"""Any process that modulates the frequency, rate or extent of DNA replication."" [GOC:go_curators]",19241,0.18840579710144928,0.10833333333333334,query_1,"['GO:0006260', 'GO:0051052']"
GO:BP,GO:1901990,regulation of mitotic cell cycle phase transition,17,326,69,3.107584458280185e-14,1.5244753946280154e-13,11073;1111;29980;4361;472;4998;545;580;5884;5890;5932;6118;6240;63967;641;672;90381,True,"""Any process that modulates the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",19241,0.2463768115942029,0.05214723926380368,query_1,"['GO:0007346', 'GO:0044772', 'GO:1901987']"
GO:BP,GO:0000076,DNA replication checkpoint signaling,8,20,69,4.825861129146404e-14,2.3452783057533927e-13,11073;1763;29980;4998;5884;63967;90381;9656,True,"""A signal transduction process that contributes to a DNA replication checkpoint, that prevents the initiation of nuclear division until DNA replication is complete, thereby ensuring that progeny inherit a full complement of the genome."" [GOC:curators, GOC:rn, PMID:11728327, PMID:12537518]",19241,0.11594202898550725,0.4,query_1,['GO:0031570']
GO:BP,GO:0071478,cellular response to radiation,14,181,69,5.4618667508463186e-14,2.6056612022386107e-13,11200;2547;3014;3981;472;5111;545;580;5888;641;672;675;7158;7520,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:mah]",19241,0.2028985507246377,0.07734806629834254,query_1,"['GO:0009314', 'GO:0071214']"
GO:BP,GO:0007095,mitotic G2 DNA damage checkpoint signaling,9,37,69,1.3986105585551522e-13,6.552049463501615e-13,11073;1111;29980;4361;472;63967;641;672;90381,True,"""A mitotic cell cycle checkpoint that detects and negatively regulates progression through the G2/M transition of the cell cycle in response to DNA damage."" [GOC:mtg_cell_cycle, PMID:16299494]",19241,0.13043478260869565,0.24324324324324326,query_1,"['GO:0044773', 'GO:0044818']"
GO:BP,GO:0044772,mitotic cell cycle phase transition,18,426,69,1.4700074497316443e-13,6.825034588039776e-13,11073;1111;11200;29980;4361;472;4998;545;580;5884;5890;5932;6118;6240;63967;641;672;90381,True,"""The cell cycle process by which a cell commits to entering the next mitotic cell cycle phase."" [GOC:mtg_cell_cycle]",19241,0.2608695652173913,0.04225352112676056,query_1,"['GO:0044770', 'GO:1903047']"
GO:BP,GO:0008152,metabolic process,67,10898,69,2.5126408856965694e-13,1.1361506613584489e-12,10535;10721;11073;1111;11144;11200;1763;2171;2177;2237;22976;2547;25920;27434;29980;3010;3014;3981;4171;4172;4174;4175;4176;4361;4678;472;4998;5111;51497;5422;5427;5431;545;55215;5557;57379;580;5884;5888;5890;5892;5932;5983;6117;6118;6240;63967;641;64785;672;675;6924;7156;7158;7469;7520;79075;7936;79728;8208;83990;84126;84296;90381;904;9401;9656,True,"""A cellular process consisting of the biochemical pathways by which a living organism transforms chemical substances. This includes including anabolism (biosynthetic process) and catabolism (catabolic process). Metabolic processes includes the transformation of small molecules, as well  macromolecular processes such as DNA repair and replication, protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]",19241,0.9710144927536232,0.0061479170489998165,query_1,['GO:0009987']
GO:BP,GO:0051716,cellular response to stimulus,57,7205,69,3.1874561758186545e-13,1.4288596650221553e-12,10535;10721;11073;1111;11144;11200;1763;2171;2177;2237;22976;2547;27434;29980;3014;3981;4046;4171;4172;4174;4175;4176;4361;472;4998;5111;5422;5427;545;55215;57379;580;5884;5888;5890;5892;5932;5983;6117;6118;6240;63967;641;672;675;7156;7158;7520;7936;79728;8208;83990;84126;84296;90381;9401;9656,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]",19241,0.8260869565217391,0.00791117279666898,query_1,"['GO:0009987', 'GO:0050896']"
GO:BP,GO:0006303,double-strand break repair via nonhomologous end joining,10,70,69,1.1958485051567202e-12,5.225556493121803e-12,10721;11073;2547;27434;3981;4361;472;5422;7158;7520,True,"""The repair of a double-strand break in DNA in which the two broken ends are rejoined with little or no sequence complementarity. Information at the DNA ends may be lost due to the modification of broken DNA ends. This term covers instances of separate pathways, called classical (or canonical) and alternative nonhomologous end joining (C-NHEJ and A-NHEJ). These in turn may further branch into sub-pathways, but evidence is still unclear."" [GOC:rph, PMID:10827453, PMID:24837021]",19241,0.14492753623188406,0.14285714285714285,query_1,['GO:0006302']
GO:BP,GO:1902969,mitotic DNA replication,7,17,69,2.081538357141971e-12,8.94545409680847e-12,4171;4172;4175;5422;5888;64785;675,True,"""Any nuclear DNA replication that is involved in a mitotic cell cycle."" [GO_REF:0000060, GOC:TermGenie]",19241,0.10144927536231885,0.4117647058823529,query_1,"['GO:0033260', 'GO:1903047']"
GO:BP,GO:0010332,response to gamma radiation,9,52,69,3.6153995112212986e-12,1.528461581979736e-11,11200;2177;2547;3014;3981;472;545;675;7520,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gamma radiation stimulus. Gamma radiation is a form of electromagnetic radiation (EMR) or light emission of a specific frequency produced from sub-atomic particle interaction, such as electron-positron annihilation and radioactive decay. Gamma rays are generally characterized as EMR having the highest frequency and energy, and also the shortest wavelength, within the electromagnetic radiation spectrum."" [GOC:tair_curators]",19241,0.13043478260869565,0.17307692307692307,query_1,['GO:0010212']
GO:BP,GO:0033314,mitotic DNA replication checkpoint signaling,6,11,69,1.486931632917522e-11,6.235519750944448e-11,11073;29980;4998;5884;63967;90381,True,"""A signal transduction process that contributes to a mitotic DNA replication checkpoint."" [GOC:mtg_cell_cycle]",19241,0.08695652173913043,0.5454545454545454,query_1,"['GO:0000076', 'GO:0044774', 'GO:0044818']"
GO:BP,GO:0071214,cellular response to abiotic stimulus,15,338,69,1.5397824968268196e-11,6.354657923412272e-11,1111;11200;2547;3014;3981;472;5111;545;580;5888;641;672;675;7158;7520,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (non-living) stimulus."" [GOC:mah]",19241,0.21739130434782608,0.04437869822485207,query_1,"['GO:0009628', 'GO:0104004']"
GO:BP,GO:0104004,cellular response to environmental stimulus,15,338,69,1.5397824968268196e-11,6.354657923412272e-11,1111;11200;2547;3014;3981;472;5111;545;580;5888;641;672;675;7158;7520,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an environmental stimulus."" [GOC:dos]",19241,0.21739130434782608,0.04437869822485207,query_1,['GO:0051716']
GO:BP,GO:0090329,regulation of DNA-templated DNA replication,8,40,69,2.320337888505142e-11,9.42637267205214e-11,4171;4172;4174;4175;4176;57379;641;90381,True,"""Any process that modulates the rate, frequency, or extent of DNA-templated DNA replication, the process in which new strands of DNA are synthesized."" [GOC:dph, GOC:tb]",19241,0.11594202898550725,0.2,query_1,"['GO:0006261', 'GO:0006275']"
GO:BP,GO:0000727,double-strand break repair via break-induced replication,6,12,69,2.803021072884531e-11,1.129899967364307e-10,4171;4172;4174;4175;4176;84296,True,"""The error-free repair of a double-strand break in DNA in which the centromere-proximal end of a broken chromosome searches for a homologous region in an intact chromosome. DNA synthesis initiates from the 3' end of the invading DNA strand, using the intact chromosome as the template, and progresses to the end of the chromosome."" [GOC:elh, PMID:10357855]",19241,0.08695652173913043,0.5,query_1,['GO:0000724']
GO:BP,GO:0050896,response to stimulus,59,8582,69,3.601359113712157e-11,1.4405436454848627e-10,10535;10721;11073;1111;11144;11200;1763;2171;2177;2237;22976;2547;27434;29980;3014;3981;4046;4171;4172;4174;4175;4176;4361;4678;472;4998;5111;5422;5427;545;55215;57379;580;5884;5888;5890;5892;5932;5983;6117;6118;6240;63967;641;672;675;7156;7158;7520;7936;79728;8208;83990;84126;84296;90381;904;9401;9656,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]",19241,0.855072463768116,0.006874854346306222,query_1,['GO:0008150']
GO:BP,GO:0019219,regulation of nucleobase-containing compound metabolic process,40,3897,69,1.1741009703770864e-10,4.5224629970080363e-10,10721;1111;11200;1763;22976;2547;25920;3010;3014;4171;4172;4174;4175;4176;4361;472;5111;51497;545;57379;580;5884;5888;5932;5983;6118;641;672;675;6924;7158;7469;7520;79075;7936;83990;84126;90381;904;9656,True,"""Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",19241,0.5797101449275363,0.010264305876315114,query_1,"['GO:0006139', 'GO:0080090']"
GO:BP,GO:0006271,DNA strand elongation involved in DNA replication,6,15,69,1.4090429666725434e-10,5.309437265722627e-10,1763;4172;4176;5111;5422;5983,True,"""The process in which an existing DNA strand is extended by activities including the addition of nucleotides to the 3' end of the strand, complementary to an existing template, as part of DNA replication."" [GOC:mah, ISBN:071673706X, ISBN:0815316194]",19241,0.08695652173913043,0.4,query_1,"['GO:0006261', 'GO:0022616']"
GO:BP,GO:0010165,response to X-ray,7,29,69,1.4090429666725434e-10,5.309437265722627e-10,2547;3981;472;641;675;7158;7520,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of X-ray radiation. An X-ray is a form of electromagnetic radiation with a wavelength in the range of 10 nanometers to 100 picometers (corresponding to frequencies in the range 30 PHz to 3 EHz)."" [GOC:sm, Wikipedia:X-ray]",19241,0.10144927536231885,0.2413793103448276,query_1,['GO:0010212']
GO:BP,GO:0030174,regulation of DNA-templated DNA replication initiation,6,15,69,1.4090429666725434e-10,5.309437265722627e-10,4171;4172;4174;4175;4176;90381,True,"""Any process that modulates the frequency, rate or extent of initiation of DNA-dependent DNA replication; the process in which DNA becomes competent to replicate. In eukaryotes, replication competence is established in early G1 and lost during the ensuing S phase."" [GOC:mah]",19241,0.08695652173913043,0.4,query_1,"['GO:0006270', 'GO:0090329']"
GO:BP,GO:1990166,protein localization to site of double-strand break,6,16,69,2.219682878132585e-10,8.244536404492459e-10,11073;3014;5884;6117;7158;9656,True,"""Any process in which a protein is transported to, or maintained at, a region of a chromosome at which a DNA double-strand break has occurred."" [GOC:mah, PMID:23080121]",19241,0.08695652173913043,0.375,query_1,['GO:0034502']
GO:BP,GO:0006282,regulation of DNA repair,12,223,69,3.559530091790636e-10,1.312734501936972e-09,10721;1111;3014;4361;5111;545;580;5888;6118;672;7158;84126,True,"""Any process that modulates the frequency, rate or extent of DNA repair."" [GOC:go_curators]",19241,0.17391304347826086,0.053811659192825115,query_1,"['GO:0006281', 'GO:0051052', 'GO:0080135']"
GO:BP,GO:0034502,protein localization to chromosome,10,126,69,4.0456238581186513e-10,1.4814960607195062e-09,11073;3014;545;5884;6117;6118;675;7158;7520;9656,True,"""Any process in which a protein is transported to, or maintained at, a specific location on a chromosome."" [GOC:mah]",19241,0.14492753623188406,0.07936507936507936,query_1,['GO:0033365']
GO:BP,GO:0051321,meiotic cell cycle,13,292,69,5.061569947452826e-10,1.8277891476912983e-09,11144;2177;3014;4361;472;5888;5890;5892;5932;6117;675;7156;83990,True,"""Progression through the phases of the meiotic cell cycle, in which canonically a cell replicates to produce four offspring with half the chromosomal content of the progenitor cell via two nuclear divisions."" [GOC:ai]",19241,0.18840579710144928,0.04452054794520548,query_1,"['GO:0007049', 'GO:0019953', 'GO:0022414']"
GO:BP,GO:0009628,response to abiotic stimulus,22,1139,69,5.17461145176971e-10,1.855722727531206e-09,11073;1111;11200;2177;2237;22976;2547;3014;3981;472;5111;545;580;5888;6240;641;672;675;7158;7520;83990;90381,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]",19241,0.3188405797101449,0.019315188762071993,query_1,['GO:0050896']
GO:BP,GO:0007131,reciprocal meiotic recombination,8,60,69,6.179945215118348e-10,2.1861030692935654e-09,11144;2177;4361;472;5888;5890;5892;83990,True,"""The cell cycle process in which double strand breaks are formed and repaired through a single or double Holliday junction intermediate. This results in the equal exchange of genetic material between non-sister chromatids in a pair of homologous chromosomes. These reciprocal recombinant products ensure the proper segregation of homologous chromosomes during meiosis I and create genetic diversity."" [PMID:2087779]",19241,0.11594202898550725,0.13333333333333333,query_1,"['GO:0007127', 'GO:0140527', 'GO:1903046']"
GO:BP,GO:0140527,reciprocal homologous recombination,8,60,69,6.179945215118348e-10,2.1861030692935654e-09,11144;2177;4361;472;5888;5890;5892;83990,True,"""A DNA recombination process that results in the bidirectional exchange of genetic material between highly homologous DNA molecules."" [PMID:17846636]",19241,0.11594202898550725,0.13333333333333333,query_1,['GO:0035825']
GO:BP,GO:0022616,DNA strand elongation,7,37,69,8.113312574543562e-10,2.7939884362666567e-09,1763;4172;4176;4361;5111;5422;5983,True,"""The DNA metabolic process in which an existing DNA strand is extended by activities including the addition of nucleotides to the 3' end of the strand."" [GOC:isa_complete, GOC:mah]",19241,0.10144927536231885,0.1891891891891892,query_1,['GO:0006259']
GO:BP,GO:0051053,negative regulation of DNA metabolic process,10,139,69,1.004200941640527e-09,3.412970520608327e-09,10721;1111;3010;4361;472;545;5884;641;7158;7520,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]",19241,0.14492753623188406,0.07194244604316546,query_1,"['GO:0006259', 'GO:0010605', 'GO:0045934', 'GO:0051052']"
GO:BP,GO:0000729,DNA double-strand break processing,6,22,69,1.8255820112641912e-09,6.008244594034048e-09,1763;4361;472;5932;641;83990,True,"""The 5' to 3' exonucleolytic resection of the DNA at the site of the break to form a 3' single-strand DNA overhang."" [PMID:10357855]",19241,0.08695652173913043,0.2727272727272727,query_1,"['GO:0006259', 'GO:0006302']"
GO:BP,GO:0071480,cellular response to gamma radiation,6,27,69,7.061267371518401e-09,2.2665796501170175e-08,11200;2547;3014;472;545;7520,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gamma radiation stimulus. Gamma radiation is a form of electromagnetic radiation (EMR) or light emission of a specific frequency produced from sub-atomic particle interaction, such as electron-positron annihilation and radioactive decay. Gamma rays are generally characterized as EMR having the highest frequency and energy, and also the shortest wavelength, within the electromagnetic radiation spectrum."" [GOC:mah]",19241,0.08695652173913043,0.2222222222222222,query_1,"['GO:0010332', 'GO:0071479']"
GO:BP,GO:0006325,chromatin organization,18,853,69,1.0741698982809415e-08,3.364869560880058e-08,11073;1111;22976;3010;3014;4171;4361;4678;472;545;57379;5884;6117;672;675;7158;8208;9656,True,"""The assembly or remodeling of chromatin composed of DNA complexed with histones, other associated proteins, and sometimes RNA."" [PMID:20404130]",19241,0.2608695652173913,0.021101992966002344,query_1,['GO:0016043']
GO:BP,GO:1902292,cell cycle DNA replication initiation,4,5,69,1.0741698982809415e-08,3.364869560880058e-08,4171;4172;5422;64785,True,"""Any DNA replication initiation that is involved in cell cycle DNA replication."" [GOC:mtg_cell_cycle, GOC:TermGenie]",19241,0.057971014492753624,0.8,query_1,"['GO:0006270', 'GO:0022402', 'GO:0044786']"
GO:BP,GO:1902315,nuclear cell cycle DNA replication initiation,4,5,69,1.0741698982809415e-08,3.364869560880058e-08,4171;4172;5422;64785,True,"""Any DNA replication initiation that is involved in nuclear cell cycle DNA replication."" [GOC:mtg_cell_cycle, GOC:TermGenie]",19241,0.057971014492753624,0.8,query_1,"['GO:0033260', 'GO:1902292']"
GO:BP,GO:1902975,mitotic DNA replication initiation,4,5,69,1.0741698982809415e-08,3.364869560880058e-08,4171;4172;5422;64785,True,"""Any DNA replication initiation involved in mitotic cell cycle DNA replication."" [GO_REF:0000060, GOC:TermGenie]",19241,0.057971014492753624,0.8,query_1,"['GO:1902315', 'GO:1902969', 'GO:1903047']"
GO:BP,GO:0007127,meiosis I,9,130,69,1.2564922168036868e-08,3.8661298978574974e-08,11144;2177;4361;472;5888;5890;5892;675;83990,True,"""The first meiotic nuclear division in which homologous chromosomes are paired and segregated from each other, producing two haploid daughter nuclei."" [GOC:dph, GOC:jl, GOC:mtg_cell_cycle, PMID:9334324]",19241,0.13043478260869565,0.06923076923076923,query_1,"['GO:0061982', 'GO:0140013']"
GO:BP,GO:0080090,regulation of primary metabolic process,43,5278,69,1.9483898615257636e-08,5.959780752902336e-08,10721;1111;11200;1763;2171;22976;2547;25920;3010;3014;4171;4172;4174;4175;4176;4361;472;5111;51497;545;55215;57379;580;5884;5888;5932;5983;6118;63967;641;672;675;6924;7158;7469;7520;79075;7936;83990;84126;90381;904;9656,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]",19241,0.6231884057971014,0.0081470253884047,query_1,"['GO:0019222', 'GO:0044238']"
GO:BP,GO:0061982,meiosis I cell cycle process,9,138,69,2.0937700313895318e-08,6.293412811113045e-08,11144;2177;4361;472;5888;5890;5892;675;83990,True,"""A process that contributes to the first meiotic division. The first meiotic division is the reductive division resulting in the separation of homologous chromosome pairs."" [PMID:29385397]",19241,0.13043478260869565,0.06521739130434782,query_1,['GO:1903046']
GO:BP,GO:0000018,regulation of DNA recombination,9,143,69,2.8415142415909362e-08,8.491881641536132e-08,10721;1111;22976;3010;4361;5888;6118;641;7158,True,"""Any process that modulates the frequency, rate or extent of DNA recombination, a DNA metabolic process in which a new genotype is formed by reassortment of genes resulting in gene combinations different from those that were present in the parents."" [GOC:go_curators, ISBN:0198506732]",19241,0.13043478260869565,0.06293706293706294,query_1,"['GO:0006310', 'GO:0051052']"
GO:BP,GO:0031573,mitotic intra-S DNA damage checkpoint signaling,5,17,69,4.134233893877562e-08,1.2284580713236182e-07,11200;2177;4361;5884;9656,True,"""A mitotic cell cycle checkpoint that slows DNA synthesis in response to DNA damage by the prevention of new origin firing and the stabilization of slow replication fork progression."" [GOC:vw]",19241,0.07246376811594203,0.29411764705882354,query_1,['GO:0044773']
GO:BP,GO:0080135,regulation of cellular response to stress,14,516,69,4.463429683450986e-08,1.3187405882923367e-07,10721;1111;3014;4361;472;5111;545;580;5888;6118;672;675;7158;84126,True,"""Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]",19241,0.2028985507246377,0.027131782945736434,query_1,"['GO:0033554', 'GO:0050794', 'GO:0080134']"
GO:BP,GO:0051054,positive regulation of DNA metabolic process,11,290,69,8.385107761630316e-08,2.4358972268423266e-07,1763;22976;3014;4361;472;5111;545;5983;672;7158;79075,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]",19241,0.15942028985507245,0.03793103448275862,query_1,"['GO:0006259', 'GO:0010604', 'GO:0045935', 'GO:0051052']"
GO:BP,GO:0000731,DNA synthesis involved in DNA repair,6,43,69,1.2251654843769063e-07,3.4813445457704436e-07,10721;5111;5422;5427;5983;6240,True,"""Synthesis of DNA that proceeds from the broken 3' single-strand DNA end and uses the homologous intact duplex as the template."" [PMID:10357855]",19241,0.08695652173913043,0.13953488372093023,query_1,"['GO:0006281', 'GO:0071897']"
