Gene_set,Term,Term_Name,Overlap,term_size,query_size,P-value,Adjusted P-value,Genes,significant,description,effective_domain_size,precision,recall,query,parents
REAC,REAC:R-HSA-2644603,Signaling by NOTCH1 in Cancer,3,57,65,0.0029560599169936616,0.006278357345827246,1387;4609;8841,True,Signaling by NOTCH1 in Cancer,19241,0.046153846153846156,0.05263157894736842,query_1,['REAC:R-HSA-5663202']
REAC,REAC:R-HSA-198323,AKT phosphorylates targets in the cytosol,2,14,65,0.0031002307486139484,0.006555554005879715,1026;4193,True,AKT phosphorylates targets in the cytosol,19241,0.03076923076923077,0.14285714285714285,query_1,['REAC:R-HSA-1257604']
REAC,REAC:R-HSA-68882,Mitotic Anaphase,5,227,65,0.0031469731313465976,0.006625206592308627,23198;29882;5713;64682;983,True,Mitotic Anaphase,19241,0.07692307692307693,0.022026431718061675,query_1,['REAC:R-HSA-2555396']
REAC,REAC:R-HSA-2555396,Mitotic Metaphase and Anaphase,5,228,65,0.0031937330110973264,0.006675622703790806,23198;29882;5713;64682;983,True,Mitotic Metaphase and Anaphase,19241,0.07692307692307693,0.021929824561403508,query_1,['REAC:R-HSA-68886']
REAC,REAC:R-HSA-8943724,Regulation of PTEN gene transcription,3,59,65,0.0032056896525495433,0.006675622703790806,3725;7157;8841,True,Regulation of PTEN gene transcription,19241,0.046153846153846156,0.05084745762711865,query_1,['REAC:R-HSA-6807070']
REAC,REAC:R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,3,60,65,0.0033342500830066597,0.006913347904290266,23198;5713;5970,True,Dectin-1 mediated noncanonical NF-kB signaling,19241,0.046153846153846156,0.05,query_1,['REAC:R-HSA-5607764']
REAC,REAC:R-HSA-9609690,HCMV Early Events,4,134,65,0.0033342500830066597,0.006913347904290266,3012;653604;8356;8841,True,HCMV Early Events,19241,0.06153846153846154,0.029850746268656716,query_1,['REAC:R-HSA-9609646']
REAC,REAC:R-HSA-73728,RNA Polymerase I Promoter Opening,3,61,65,0.0034522010801392006,0.007081438113106053,3012;653604;8356,True,RNA Polymerase I Promoter Opening,19241,0.046153846153846156,0.04918032786885246,query_1,['REAC:R-HSA-73854']
REAC,REAC:R-HSA-9819196,Zygotic genome activation (ZGA),2,15,65,0.0034522010801392006,0.007081438113106053,1387;7157,True,Zygotic genome activation (ZGA),19241,0.03076923076923077,0.13333333333333333,query_1,['REAC:R-HSA-9816359']
REAC,REAC:R-HSA-73886,Chromosome Maintenance,4,136,65,0.0034522010801392006,0.007081438113106053,1017;3012;8607;8900,True,Chromosome Maintenance,19241,0.06153846153846154,0.029411764705882353,query_1,['REAC:R-HSA-1640170']
REAC,REAC:R-HSA-5621481,C-type lectin receptors (CLRs),4,136,65,0.0034522010801392006,0.007081438113106053,1387;23198;5713;5970,True,C-type lectin receptors (CLRs),19241,0.06153846153846154,0.029411764705882353,query_1,['REAC:R-HSA-168249']
REAC,REAC:R-HSA-5334118,DNA methylation,3,63,65,0.0037521431977035344,0.007567347625620573,3012;653604;8356,True,DNA methylation,19241,0.046153846153846156,0.047619047619047616,query_1,['REAC:R-HSA-212165']
REAC,REAC:R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,3,64,65,0.003909048386138741,0.007834418477438812,29882;5713;64682,True,Autodegradation of Cdh1 by Cdh1:APC/C,19241,0.046153846153846156,0.046875,query_1,['REAC:R-HSA-174143']
REAC,REAC:R-HSA-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,3,65,65,0.004069524413231294,0.008038566742185274,3012;653604;8356,True,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,19241,0.046153846153846156,0.046153846153846156,query_1,['REAC:R-HSA-5625740']
REAC,REAC:R-HSA-9614085,FOXO-mediated transcription,3,66,65,0.004214244460934408,0.008256478943871493,1026;1387;5934,True,FOXO-mediated transcription,19241,0.046153846153846156,0.045454545454545456,query_1,['REAC:R-HSA-212436']
REAC,REAC:R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,3,66,65,0.004214244460934408,0.008256478943871493,2034;23198;5713,True,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,19241,0.046153846153846156,0.045454545454545456,query_1,['REAC:R-HSA-1234174']
REAC,REAC:R-HSA-8934593,Regulation of RUNX1 Expression and Activity,2,17,65,0.004250634484084975,0.008277097575500153,1021;894,True,Regulation of RUNX1 Expression and Activity,19241,0.03076923076923077,0.11764705882352941,query_1,['REAC:R-HSA-8878171']
REAC,REAC:R-HSA-162587,HIV Life Cycle,4,145,65,0.004250634484084975,0.008277097575500153,1025;3159;6908;902,True,HIV Life Cycle,19241,0.06153846153846154,0.027586206896551724,query_1,['REAC:R-HSA-162906']
REAC,REAC:R-HSA-9617828,FOXO-mediated transcription of cell cycle genes,2,17,65,0.004250634484084975,0.008277097575500153,1026;5934,True,FOXO-mediated transcription of cell cycle genes,19241,0.03076923076923077,0.11764705882352941,query_1,['REAC:R-HSA-9614085']
REAC,REAC:R-HSA-68616,Assembly of the ORC complex at the origin of replication,3,67,65,0.00432226112217558,0.008382567024825368,3012;653604;8356,True,Assembly of the ORC complex at the origin of replication,19241,0.046153846153846156,0.04477611940298507,query_1,['REAC:R-HSA-68867']
REAC,REAC:R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),3,69,65,0.004662822138031831,0.008934749007007102,3012;653604;8356,True,Chromatin modifications during the maternal to zygotic transition (MZT),19241,0.046153846153846156,0.043478260869565216,query_1,['REAC:R-HSA-9816359']
REAC,REAC:R-HSA-167172,Transcription of the HIV genome,3,69,65,0.004662822138031831,0.008934749007007102,1025;6908;902,True,Transcription of the HIV genome,19241,0.046153846153846156,0.043478260869565216,query_1,['REAC:R-HSA-162599']
REAC,REAC:R-HSA-446652,Interleukin-1 family signaling,4,151,65,0.00480506038339023,0.009188960095726336,23198;5713;5970;7157,True,Interleukin-1 family signaling,19241,0.06153846153846154,0.026490066225165563,query_1,['REAC:R-HSA-449147']
REAC,REAC:R-HSA-9710421,Defective pyroptosis,3,71,65,0.004995563968317388,0.009515359939652166,3012;653604;8356,True,Defective pyroptosis,19241,0.046153846153846156,0.04225352112676056,query_1,['REAC:R-HSA-9645723']
REAC,REAC:R-HSA-212300,PRC2 methylates histones and DNA,3,71,65,0.004995563968317388,0.009515359939652166,3012;653604;8356,True,PRC2 methylates histones and DNA,19241,0.046153846153846156,0.04225352112676056,query_1,['REAC:R-HSA-212165']
REAC,REAC:R-HSA-6804760,Regulation of TP53 Activity through Methylation,2,19,65,0.005155049123646454,0.009780330353163233,4193;7157,True,Regulation of TP53 Activity through Methylation,19241,0.03076923076923077,0.10526315789473684,query_1,['REAC:R-HSA-5633007']
REAC,REAC:R-HSA-1980143,Signaling by NOTCH1,3,72,65,0.005155049123646454,0.009780330353163233,1387;4609;8841,True,Signaling by NOTCH1,19241,0.046153846153846156,0.041666666666666664,query_1,['REAC:R-HSA-157118']
REAC,REAC:R-HSA-9609646,HCMV Infection,4,158,65,0.005528241266843884,0.01034524681514645,3012;653604;8356;8841,True,HCMV Infection,19241,0.06153846153846154,0.02531645569620253,query_1,['REAC:R-HSA-9824446']
REAC,REAC:R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,3,74,65,0.005528241266843884,0.01034524681514645,3012;653604;8356,True,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,19241,0.046153846153846156,0.04054054054054054,query_1,['REAC:R-HSA-5250913']
REAC,REAC:R-HSA-6803204,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,2,20,65,0.005573357875063039,0.010348981740929433,1387;7157,True,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,19241,0.03076923076923077,0.1,query_1,['REAC:R-HSA-5633008']
REAC,REAC:R-HSA-176407,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,2,20,65,0.005573357875063039,0.010348981740929433,29882;64682,True,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,19241,0.03076923076923077,0.1,query_1,['REAC:R-HSA-174143']
REAC,REAC:R-HSA-5621575,CD209 (DC-SIGN) signaling,2,20,65,0.005573357875063039,0.010348981740929433,1387;5970,True,CD209 (DC-SIGN) signaling,19241,0.03076923076923077,0.1,query_1,['REAC:R-HSA-5621481']
REAC,REAC:R-HSA-8863678,Neurodegenerative Diseases,2,21,65,0.006043763919696111,0.010967889154836043,1020;3725,True,Neurodegenerative Diseases,19241,0.03076923076923077,0.09523809523809523,query_1,['REAC:R-HSA-9734009']
REAC,REAC:R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,2,21,65,0.006043763919696111,0.010967889154836043,1020;3725,True,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,19241,0.03076923076923077,0.09523809523809523,query_1,['REAC:R-HSA-8863678']
REAC,REAC:R-HSA-141405,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,2,21,65,0.006043763919696111,0.010967889154836043,29882;64682,True,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,19241,0.03076923076923077,0.09523809523809523,query_1,"['REAC:R-HSA-176408', 'REAC:R-HSA-69618']"
REAC,REAC:R-HSA-141430,Inactivation of APC/C via direct inhibition of the APC/C complex,2,21,65,0.006043763919696111,0.010967889154836043,29882;64682,True,Inactivation of APC/C via direct inhibition of the APC/C complex,19241,0.03076923076923077,0.09523809523809523,query_1,['REAC:R-HSA-141405']
REAC,REAC:R-HSA-9856651,MITF-M-dependent gene expression,3,80,65,0.0066211872397683395,0.011814757899958376,1017;1026;1029,True,MITF-M-dependent gene expression,19241,0.046153846153846156,0.0375,query_1,['REAC:R-HSA-9730414']
REAC,REAC:R-HSA-674695,RNA Polymerase II Pre-transcription Events,3,80,65,0.0066211872397683395,0.011814757899958376,1025;6908;902,True,RNA Polymerase II Pre-transcription Events,19241,0.046153846153846156,0.0375,query_1,['REAC:R-HSA-73857']
REAC,REAC:R-HSA-168256,Immune System,15,2016,65,0.0066211872397683395,0.011814757899958376,1026;1387;23198;29882;3725;3838;4609;5713;5966;5970;64682;653604;7157;8356;983,True,Immune System,19241,0.23076923076923078,0.00744047619047619,query_1,['REAC:0000000']
REAC,REAC:R-HSA-5693532,DNA Double-Strand Break Repair,4,169,65,0.006730731312161438,0.011987944452087165,1017;3838;7157;8900,True,DNA Double-Strand Break Repair,19241,0.06153846153846154,0.023668639053254437,query_1,['REAC:R-HSA-73894']
REAC,REAC:R-HSA-2871837,FCERI mediated NF-kB activation,3,81,65,0.006803163509006045,0.012094512904899636,23198;5713;5970,True,FCERI mediated NF-kB activation,19241,0.046153846153846156,0.037037037037037035,query_1,['REAC:R-HSA-2454202']
REAC,REAC:R-HSA-8940973,RUNX2 regulates osteoblast differentiation,2,23,65,0.007072142836655366,0.01248025206468594,5925;8841,True,RUNX2 regulates osteoblast differentiation,19241,0.03076923076923077,0.08695652173913043,query_1,['REAC:R-HSA-8941326']
REAC,REAC:R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,2,25,65,0.008315610277321882,0.014204601185460864,1026;4193,True,Constitutive Signaling by AKT1 E17K in Cancer,19241,0.03076923076923077,0.08,query_1,['REAC:R-HSA-2219528']
REAC,REAC:R-HSA-9661070,Defective translocation of RB1 mutants to the nucleus,1,1,65,0.00858682623075454,0.014436695589359644,5925,True,Defective translocation of RB1 mutants to the nucleus,19241,0.015384615384615385,1.0,query_1,['REAC:R-HSA-9659787']
REAC,REAC:R-HSA-9646304,Evasion of Oxidative Stress Induced Senescence Due to p14ARF Defects,1,1,65,0.00858682623075454,0.014436695589359644,1029,True,Evasion of Oxidative Stress Induced Senescence Due to p14ARF Defects,19241,0.015384615384615385,1.0,query_1,['REAC:R-HSA-9630747']
REAC,REAC:R-HSA-9723907,Loss of Function of TP53 in Cancer,1,1,65,0.00858682623075454,0.014436695589359644,7157,True,Loss of Function of TP53 in Cancer,19241,0.015384615384615385,1.0,query_1,['REAC:R-HSA-9734009']
REAC,REAC:R-HSA-9723905,Loss of function of TP53 in cancer due to loss of tetramerization ability,1,1,65,0.00858682623075454,0.014436695589359644,7157,True,Loss of function of TP53 in cancer due to loss of tetramerization ability,19241,0.015384615384615385,1.0,query_1,['REAC:R-HSA-9723907']
REAC,REAC:R-HSA-9646303,Evasion of Oncogene Induced Senescence Due to p14ARF Defects,1,1,65,0.00858682623075454,0.014436695589359644,1029,True,Evasion of Oncogene Induced Senescence Due to p14ARF Defects,19241,0.015384615384615385,1.0,query_1,['REAC:R-HSA-9630747']
REAC,REAC:R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A,2,26,65,0.008774994153633154,0.01470156088566811,29882;64682,True,APC-Cdc20 mediated degradation of Nek2A,19241,0.03076923076923077,0.07692307692307693,query_1,['REAC:R-HSA-179419']
REAC,REAC:R-HSA-2467813,Separation of Sister Chromatids,4,187,65,0.009295133631002926,0.015343253439074922,23198;29882;5713;64682,True,Separation of Sister Chromatids,19241,0.06153846153846154,0.0213903743315508,query_1,['REAC:R-HSA-68882']
REAC,REAC:R-HSA-5625740,RHO GTPases activate PKNs,3,92,65,0.009369050178679238,0.015346547980177002,3012;653604;8356,True,RHO GTPases activate PKNs,19241,0.046153846153846156,0.03260869565217391,query_1,['REAC:R-HSA-195258']
REAC,REAC:R-HSA-202424,Downstream TCR signaling,3,93,65,0.009620336484047445,0.015600545649806665,23198;5713;5970,True,Downstream TCR signaling,19241,0.046153846153846156,0.03225806451612903,query_1,['REAC:R-HSA-202403']
REAC,REAC:R-HSA-5683057,MAPK family signaling cascades,5,310,65,0.009828431775644146,0.015688617009239327,23198;3725;4609;5713;983,True,MAPK family signaling cascades,19241,0.07692307692307693,0.016129032258064516,query_1,['REAC:R-HSA-162582']
REAC,REAC:R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,3,94,65,0.009836591591097552,0.015688617009239327,3012;653604;8356,True,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,19241,0.046153846153846156,0.031914893617021274,query_1,['REAC:R-HSA-8878171']
REAC,REAC:R-HSA-350054,Notch-HLH transcription pathway,2,28,65,0.009887097177697701,0.015688617009239327,1387;8841,True,Notch-HLH transcription pathway,19241,0.03076923076923077,0.07142857142857142,query_1,['REAC:R-HSA-212436']
REAC,REAC:R-HSA-201556,Signaling by ALK,2,28,65,0.009887097177697701,0.015688617009239327,4609;8841,True,Signaling by ALK,19241,0.03076923076923077,0.07142857142857142,query_1,['REAC:R-HSA-9006934']
REAC,REAC:R-HSA-975871,MyD88 cascade initiated on plasma membrane,3,95,65,0.009939699319585694,0.01569426208355636,3725;5970;7157,True,MyD88 cascade initiated on plasma membrane,19241,0.046153846153846156,0.031578947368421054,query_1,"['REAC:R-HSA-168142', 'REAC:R-HSA-168176']"
REAC,REAC:R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,3,95,65,0.009939699319585694,0.01569426208355636,3725;5970;7157,True,Toll Like Receptor 5 (TLR5) Cascade,19241,0.046153846153846156,0.031578947368421054,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-168142,Toll Like Receptor 10 (TLR10) Cascade,3,95,65,0.009939699319585694,0.01569426208355636,3725;5970;7157,True,Toll Like Receptor 10 (TLR10) Cascade,19241,0.046153846153846156,0.031578947368421054,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-5607764,CLEC7A (Dectin-1) signaling,3,97,65,0.010497197339359839,0.0164931414824639,23198;5713;5970,True,CLEC7A (Dectin-1) signaling,19241,0.046153846153846156,0.030927835051546393,query_1,['REAC:R-HSA-5621481']
REAC,REAC:R-HSA-8941326,RUNX2 regulates bone development,2,30,65,0.011114137251011359,0.017246665797496855,5925;8841,True,RUNX2 regulates bone development,19241,0.03076923076923077,0.06666666666666667,query_1,['REAC:R-HSA-8878166']
REAC,REAC:R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,3,100,65,0.01134390493100075,0.01756475602219471,3725;5970;7157,True,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,19241,0.046153846153846156,0.03,query_1,['REAC:R-HSA-975155']
REAC,REAC:R-HSA-5578749,Transcriptional regulation by small RNAs,3,101,65,0.01157588792071918,0.017837644308010294,3012;653604;8356,True,Transcriptional regulation by small RNAs,19241,0.046153846153846156,0.0297029702970297,query_1,['REAC:R-HSA-211000']
REAC,REAC:R-HSA-975155,MyD88 dependent cascade initiated on endosome,3,101,65,0.01157588792071918,0.017837644308010294,3725;5970;7157,True,MyD88 dependent cascade initiated on endosome,19241,0.046153846153846156,0.0297029702970297,query_1,"['REAC:R-HSA-168138', 'REAC:R-HSA-168181']"
REAC,REAC:R-HSA-73863,RNA Polymerase I Transcription Termination,2,31,65,0.011677926953278022,0.01794426323625019,6908;902,True,RNA Polymerase I Transcription Termination,19241,0.03076923076923077,0.06451612903225806,query_1,['REAC:R-HSA-73864']
REAC,REAC:R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,3,102,65,0.011809737228579672,0.01805310149591797,3725;5970;7157,True,Toll Like Receptor 7/8 (TLR7/8) Cascade,19241,0.046153846153846156,0.029411764705882353,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,3,103,65,0.012090049424022437,0.018452221696441243,3725;5970;7157,True,Toll Like Receptor 3 (TLR3) Cascade,19241,0.046153846153846156,0.02912621359223301,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,2,32,65,0.012291853579377308,0.018730443549527326,1051;5925,True,Nuclear events stimulated by ALK signaling in cancer,19241,0.03076923076923077,0.0625,query_1,['REAC:R-HSA-9725370']
REAC,REAC:R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade,3,105,65,0.012660435574931819,0.01920066058757432,3725;5970;7157,True,Toll Like Receptor 9 (TLR9) Cascade,19241,0.046153846153846156,0.02857142857142857,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-166166,MyD88-independent TLR4 cascade ,3,107,65,0.01324375815807763,0.019865637237116446,3725;5970;7157,True,MyD88-independent TLR4 cascade ,19241,0.046153846153846156,0.028037383177570093,query_1,['REAC:R-HSA-166016']
REAC,REAC:R-HSA-937061,TRIF (TICAM1)-mediated TLR4 signaling ,3,107,65,0.01324375815807763,0.019865637237116446,3725;5970;7157,True,TRIF (TICAM1)-mediated TLR4 signaling ,19241,0.046153846153846156,0.028037383177570093,query_1,['REAC:R-HSA-166166']
REAC,REAC:R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,3,108,65,0.013540240007697716,0.0202786745825114,1026;4609;7157,True,Interleukin-4 and Interleukin-13 signaling,19241,0.046153846153846156,0.027777777777777776,query_1,['REAC:R-HSA-449147']
REAC,REAC:R-HSA-8953750,Transcriptional Regulation by E2F6,2,34,65,0.013591714665069468,0.020324059312253413,1869;7027,True,Transcriptional Regulation by E2F6,19241,0.03076923076923077,0.058823529411764705,query_1,['REAC:R-HSA-212436']
REAC,REAC:R-HSA-977225,Amyloid fiber formation,3,109,65,0.013789955182557287,0.02046837919043511,3012;653604;8356,True,Amyloid fiber formation,19241,0.046153846153846156,0.027522935779816515,query_1,['REAC:R-HSA-392499']
REAC,REAC:R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,3,111,65,0.0143970276605438,0.021133251611807412,3725;5970;7157,True,Toll Like Receptor TLR6:TLR2 Cascade,19241,0.046153846153846156,0.02702702702702703,query_1,['REAC:R-HSA-181438']
REAC,REAC:R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,3,111,65,0.0143970276605438,0.021133251611807412,3725;5970;7157,True,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,19241,0.046153846153846156,0.02702702702702703,query_1,"['REAC:R-HSA-166016', 'REAC:R-HSA-168179', 'REAC:R-HSA-168188']"
REAC,REAC:R-HSA-9610379,HCMV Late Events,3,113,65,0.015070343116282877,0.021998600893159942,3012;653604;8356,True,HCMV Late Events,19241,0.046153846153846156,0.02654867256637168,query_1,['REAC:R-HSA-9609646']
REAC,REAC:R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,3,114,65,0.015169868532574876,0.021998600893159942,3725;5970;7157,True,Toll Like Receptor TLR1:TLR2 Cascade,19241,0.046153846153846156,0.02631578947368421,query_1,['REAC:R-HSA-181438']
REAC,REAC:R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,3,114,65,0.015169868532574876,0.021998600893159942,3725;5970;7157,True,Toll Like Receptor 2 (TLR2) Cascade,19241,0.046153846153846156,0.02631578947368421,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-176034,Interactions of Tat with host cellular proteins,1,2,65,0.015169868532574876,0.021998600893159942,1025,True,Interactions of Tat with host cellular proteins,19241,0.015384615384615385,0.5,query_1,['REAC:R-HSA-162909']
REAC,REAC:R-HSA-6804754,Regulation of TP53 Expression,1,2,65,0.015169868532574876,0.021998600893159942,7157,True,Regulation of TP53 Expression,19241,0.015384615384615385,0.5,query_1,['REAC:R-HSA-6806003']
REAC,REAC:R-HSA-9645722,Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function,1,2,65,0.015169868532574876,0.021998600893159942,1029,True,Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function,19241,0.015384615384615385,0.5,query_1,['REAC:R-HSA-9734009']
REAC,REAC:R-HSA-202403,TCR signaling,3,115,65,0.015430797460487202,0.022242590934035605,23198;5713;5970,True,TCR signaling,19241,0.046153846153846156,0.02608695652173913,query_1,['REAC:R-HSA-1280218']
REAC,REAC:R-HSA-1266695,Interleukin-7 signaling,2,37,65,0.015430797460487202,0.022242590934035605,653604;8356,True,Interleukin-7 signaling,19241,0.03076923076923077,0.05405405405405406,query_1,['REAC:R-HSA-449147']
REAC,REAC:R-HSA-5689896,Ovarian tumor domain proteases,2,39,65,0.017019189346398084,0.02431312763771155,7157;983,True,Ovarian tumor domain proteases,19241,0.03076923076923077,0.05128205128205128,query_1,['REAC:R-HSA-5688426']
REAC,REAC:R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,2,40,65,0.01781431513788353,0.02522380904479084,3838;5970,True,SARS-CoV-1 activates/modulates innate immune responses,19241,0.03076923076923077,0.05,query_1,['REAC:R-HSA-9692914']
REAC,REAC:R-HSA-167200,Formation of HIV-1 elongation complex containing HIV-1 Tat,2,42,65,0.01937812705689579,0.026766909315999936,1025;902,True,Formation of HIV-1 elongation complex containing HIV-1 Tat,19241,0.03076923076923077,0.047619047619047616,query_1,['REAC:R-HSA-167246']
REAC,REAC:R-HSA-167169,HIV Transcription Elongation,2,42,65,0.01937812705689579,0.026766909315999936,1025;902,True,HIV Transcription Elongation,19241,0.03076923076923077,0.047619047619047616,query_1,['REAC:R-HSA-167172']
REAC,REAC:R-HSA-167246,Tat-mediated elongation of the HIV-1 transcript,2,42,65,0.01937812705689579,0.026766909315999936,1025;902,True,Tat-mediated elongation of the HIV-1 transcript,19241,0.03076923076923077,0.047619047619047616,query_1,['REAC:R-HSA-167169']
REAC,REAC:R-HSA-8951664,Neddylation,4,244,65,0.020326448023298565,0.027757311667662335,1026;2034;23198;5713,True,Neddylation,19241,0.06153846153846154,0.01639344262295082,query_1,['REAC:R-HSA-597592']
REAC,REAC:R-HSA-5633008,TP53 Regulates Transcription of Cell Death Genes,2,44,65,0.020912741476273082,0.02831626490440361,1387;7157,True,TP53 Regulates Transcription of Cell Death Genes,19241,0.03076923076923077,0.045454545454545456,query_1,['REAC:R-HSA-3700989']
REAC,REAC:R-HSA-167152,Formation of HIV elongation complex in the absence of HIV Tat,2,44,65,0.020912741476273082,0.02831626490440361,1025;902,True,Formation of HIV elongation complex in the absence of HIV Tat,19241,0.03076923076923077,0.045454545454545456,query_1,['REAC:R-HSA-167172']
REAC,REAC:R-HSA-445989,TAK1-dependent IKK and NF-kappa-B activation  ,2,44,65,0.020912741476273082,0.02831626490440361,5970;7157,True,TAK1-dependent IKK and NF-kappa-B activation  ,19241,0.03076923076923077,0.045454545454545456,query_1,"['REAC:R-HSA-166058', 'REAC:R-HSA-168164', 'REAC:R-HSA-9020702', 'REAC:R-HSA-937061', 'REAC:R-HSA-975138', 'REAC:R-HSA-975871']"
REAC,REAC:R-HSA-162599,Late Phase of HIV Life Cycle,3,132,65,0.021511076237194757,0.02873943216712158,1025;6908;902,True,Late Phase of HIV Life Cycle,19241,0.046153846153846156,0.022727272727272728,query_1,['REAC:R-HSA-162587']
REAC,REAC:R-HSA-175567,Integration of viral DNA into host genomic DNA,1,3,65,0.021511076237194757,0.02873943216712158,3159,True,Integration of viral DNA into host genomic DNA,19241,0.015384615384615385,0.3333333333333333,query_1,['REAC:R-HSA-162592']
REAC,REAC:R-HSA-2395516,Electron transport from NADPH to Ferredoxin,1,3,65,0.021511076237194757,0.02873943216712158,2232,True,Electron transport from NADPH to Ferredoxin,19241,0.015384615384615385,0.3333333333333333,query_1,['REAC:R-HSA-1362409']
REAC,REAC:R-HSA-177539,Autointegration results in viral DNA circles,1,3,65,0.021511076237194757,0.02873943216712158,3159,True,Autointegration results in viral DNA circles,19241,0.015384615384615385,0.3333333333333333,query_1,['REAC:R-HSA-162592']
REAC,REAC:R-HSA-211000,Gene Silencing by RNA,3,133,65,0.021882226140268957,0.028965053363102997,3012;653604;8356,True,Gene Silencing by RNA,19241,0.046153846153846156,0.022556390977443608,query_1,['REAC:R-HSA-74160']
REAC,REAC:R-HSA-167161,HIV Transcription Initiation,2,46,65,0.021965165467019772,0.028965053363102997,6908;902,True,HIV Transcription Initiation,19241,0.03076923076923077,0.043478260869565216,query_1,['REAC:R-HSA-167172']
REAC,REAC:R-HSA-73776,RNA Polymerase II Promoter Escape,2,46,65,0.021965165467019772,0.028965053363102997,6908;902,True,RNA Polymerase II Promoter Escape,19241,0.03076923076923077,0.043478260869565216,query_1,['REAC:R-HSA-76042']
REAC,REAC:R-HSA-73779,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,2,46,65,0.021965165467019772,0.028965053363102997,6908;902,True,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,19241,0.03076923076923077,0.043478260869565216,query_1,['REAC:R-HSA-73857']
REAC,REAC:R-HSA-76042,RNA Polymerase II Transcription Initiation And Promoter Clearance,2,46,65,0.021965165467019772,0.028965053363102997,6908;902,True,RNA Polymerase II Transcription Initiation And Promoter Clearance,19241,0.03076923076923077,0.043478260869565216,query_1,['REAC:R-HSA-73857']
REAC,REAC:R-HSA-75953,RNA Polymerase II Transcription Initiation,2,46,65,0.021965165467019772,0.028965053363102997,6908;902,True,RNA Polymerase II Transcription Initiation,19241,0.03076923076923077,0.043478260869565216,query_1,['REAC:R-HSA-76042']
REAC,REAC:R-HSA-167162,RNA Polymerase II HIV Promoter Escape,2,46,65,0.021965165467019772,0.028965053363102997,6908;902,True,RNA Polymerase II HIV Promoter Escape,19241,0.03076923076923077,0.043478260869565216,query_1,['REAC:R-HSA-167172']
REAC,REAC:R-HSA-73762,RNA Polymerase I Transcription Initiation,2,47,65,0.022743669959797375,0.02959669336521032,6908;902,True,RNA Polymerase I Transcription Initiation,19241,0.03076923076923077,0.0425531914893617,query_1,['REAC:R-HSA-73854']
REAC,REAC:R-HSA-9707616,Heme signaling,2,47,65,0.022743669959797375,0.02959669336521032,1387;8841,True,Heme signaling,19241,0.03076923076923077,0.0425531914893617,query_1,['REAC:R-HSA-2262752']
